pred_horizon_s,signal_thres,vol_thres,pnl_total,pnl_per_round,num_rounds,point_avg_c_up,point_avg_up_c_up,percentage_up_c_up,point_avg_down_c_up,percentage_down_c_up,num_rounds_up,point_avg_c_down,point_avg_down_c_down,percentage_down_c_down,point_avg_up_c_down,percentage_up_c_down,num_rounds_down
10,0.32,0.14,546240,105,5180,0.4,1.16,59,-0.82,34.98,2510,-0.31,-1.06,58.84,0.89,35.21,2670
2,0.32,0.15,665599,133,5006,0.46,0.66,78.83,-0.4,13.48,2418,-0.42,-0.62,77.78,0.45,13.49,2588
5,0.32,0.15,516510,103,5006,0.36,0.89,62.16,-0.61,30.93,2418,-0.33,-0.84,61.75,0.66,28.59,2588
10,0.32,0.15,530220,106,5006,0.4,1.17,58.89,-0.82,35.24,2418,-0.31,-1.06,58.89,0.9,35.36,2588
2,0.32,0.16,644749,134,4816,0.47,0.66,78.89,-0.4,13.54,2326,-0.43,-0.63,77.59,0.46,13.61,2490
5,0.32,0.16,500250,104,4816,0.36,0.89,62.21,-0.62,30.95,2326,-0.33,-0.85,61.53,0.67,28.84,2490
10,0.32,0.16,513060,107,4816,0.4,1.18,58.86,-0.83,35.55,2326,-0.31,-1.08,58.84,0.91,35.38,2490
2,0.32,0.17,625459,135,4640,0.47,0.67,78.71,-0.4,13.67,2245,-0.43,-0.63,77.62,0.46,13.57,2395
5,0.32,0.17,486210,105,4640,0.37,0.91,61.87,-0.63,31.09,2245,-0.33,-0.86,61.42,0.67,28.94,2395
10,0.32,0.17,496290,107,4640,0.4,1.2,58.71,-0.84,35.81,2245,-0.31,-1.09,58.91,0.93,35.41,2395
2,0.32,0.18,609919,137,4462,0.48,0.67,78.86,-0.4,13.43,2167,-0.44,-0.64,77.82,0.46,13.29,2295
5,0.32,0.18,477510,107,4462,0.37,0.92,62.11,-0.63,31.1,2167,-0.34,-0.87,61.61,0.67,29.02,2295
10,0.32,0.18,488520,109,4462,0.41,1.21,58.93,-0.84,35.58,2167,-0.32,-1.1,59.22,0.94,35.25,2295
2,0.32,0.19,589579,138,4283,0.48,0.68,78.93,-0.41,13.61,2079,-0.44,-0.65,77.68,0.47,13.52,2204
5,0.32,0.19,463080,108,4283,0.38,0.93,62.19,-0.64,31.07,2079,-0.34,-0.87,61.52,0.68,29.17,2204
10,0.32,0.19,475590,111,4283,0.42,1.22,59.36,-0.86,35.21,2079,-0.32,-1.11,59.03,0.94,35.57,2204
2,0.32,0.2,571129,139,4107,0.49,0.69,79.37,-0.42,13.4,1992,-0.44,-0.65,77.4,0.47,13.71,2115
5,0.32,0.2,449280,109,4107,0.39,0.94,62.45,-0.65,30.82,1992,-0.34,-0.88,61.32,0.68,29.41,2115
10,0.32,0.2,462540,113,4107,0.43,1.24,59.44,-0.87,35.14,1992,-0.33,-1.13,58.91,0.95,35.65,2115
2,0.32,0.21,549499,140,3925,0.49,0.69,79.23,-0.42,13.5,1911,-0.44,-0.66,77.26,0.48,14,2014
5,0.32,0.21,431670,110,3925,0.39,0.95,62.48,-0.65,31.14,1911,-0.34,-0.9,61.12,0.69,29.74,2014
10,0.32,0.21,442830,113,3925,0.43,1.24,59.5,-0.88,35.22,1911,-0.33,-1.14,58.99,0.97,35.5,2014
2,0.32,0.22,531649,142,3752,0.5,0.7,79.02,-0.43,13.64,1840,-0.45,-0.67,77.62,0.48,14.23,1912
5,0.32,0.22,416580,111,3752,0.39,0.96,62.12,-0.66,31.3,1840,-0.35,-0.92,61.04,0.7,29.92,1912
10,0.32,0.22,428670,114,3752,0.43,1.25,59.35,-0.9,35.33,1840,-0.34,-1.17,59.15,0.99,35.56,1912
2,0.32,0.23,508159,143,3544,0.5,0.71,78.81,-0.43,13.93,1737,-0.46,-0.67,77.97,0.48,14.11,1807
5,0.32,0.23,401430,113,3544,0.4,0.97,62.29,-0.66,31.15,1737,-0.36,-0.92,61.54,0.72,29.39,1807
10,0.32,0.23,409020,115,3544,0.43,1.26,59.24,-0.9,35.52,1737,-0.34,-1.18,59.49,1.01,35.25,1807
2,0.32,0.24,488801,143,3410,0.5,0.71,78.73,-0.44,14.16,1660,-0.46,-0.68,77.71,0.49,14.23,1750
5,0.32,0.24,384900,113,3410,0.4,0.97,62.23,-0.67,31.27,1660,-0.36,-0.93,61.49,0.73,29.49,1750
10,0.32,0.24,393090,115,3410,0.43,1.27,59.16,-0.91,35.72,1660,-0.34,-1.19,59.31,1.02,35.37,1750
2,0.32,0.25,465057,143,3242,0.5,0.72,78.64,-0.44,14.13,1578,-0.46,-0.68,77.64,0.49,14.54,1664
5,0.32,0.25,367830,113,3242,0.4,0.97,62.23,-0.66,31.5,1578,-0.36,-0.94,61.6,0.74,29.57,1664
10,0.32,0.25,378600,117,3242,0.43,1.27,59.44,-0.91,35.49,1578,-0.35,-1.2,59.31,1.03,35.52,1664
2,0.32,0.26,447597,144,3107,0.5,0.73,78.18,-0.44,14.46,1508,-0.46,-0.68,77.55,0.49,14.82,1599
5,0.32,0.26,354360,114,3107,0.4,0.98,62.2,-0.67,31.63,1508,-0.36,-0.95,61.16,0.74,29.96,1599
10,0.32,0.26,361470,116,3107,0.44,1.27,59.68,-0.92,35.48,1508,-0.34,-1.22,58.91,1.04,36.02,1599
2,0.32,0.27,430783,145,2971,0.51,0.73,78.78,-0.44,14.24,1447,-0.46,-0.69,77.3,0.49,15.22,1524
5,0.32,0.27,339450,114,2971,0.4,0.99,62.2,-0.67,31.79,1447,-0.36,-0.96,61.09,0.74,30.38,1524
10,0.32,0.27,342180,115,2971,0.43,1.27,59.57,-0.93,35.38,1447,-0.34,-1.22,58.86,1.05,36.02,1524
2,0.32,0.28,409889,145,2826,0.51,0.73,78.71,-0.44,14.17,1376,-0.46,-0.69,77.24,0.5,15.52,1450
5,0.32,0.28,327450,116,2826,0.41,0.99,62.21,-0.67,31.69,1376,-0.37,-0.97,61.24,0.74,30.34,1450
10,0.32,0.28,324180,115,2826,0.43,1.29,59.16,-0.94,35.68,1376,-0.34,-1.22,58.83,1.06,36.07,1450
2,0.32,0.29,392361,146,2694,0.51,0.73,78.78,-0.44,14.22,1315,-0.46,-0.7,77.08,0.5,15.66,1379
5,0.32,0.29,312600,116,2694,0.4,1,61.98,-0.67,31.94,1315,-0.37,-0.98,61.49,0.75,30.38,1379
10,0.32,0.29,308700,115,2694,0.43,1.31,59.01,-0.94,35.89,1315,-0.33,-1.24,58.38,1.07,36.55,1379
2,0.32,0.3,376251,146,2578,0.51,0.73,78.74,-0.45,14.49,1256,-0.46,-0.7,77.08,0.51,15.58,1322
5,0.32,0.3,301980,117,2578,0.41,1.01,61.86,-0.68,32.4,1256,-0.37,-0.99,61.35,0.76,30.56,1322
10,0.32,0.3,300840,117,2578,0.44,1.33,59,-0.94,36.07,1256,-0.34,-1.26,58.32,1.08,36.61,1322
2,0.32,0.31,361094,148,2441,0.52,0.74,78.87,-0.44,14.23,1188,-0.47,-0.71,77.02,0.52,15.48,1253
5,0.32,0.31,292410,120,2441,0.41,1.02,62.04,-0.68,32.66,1188,-0.39,-1,61.77,0.76,30.09,1253
10,0.32,0.31,290280,119,2441,0.44,1.33,59.09,-0.96,35.94,1188,-0.35,-1.27,58.58,1.08,36.31,1253
2,0.32,0.32,342457,148,2311,0.53,0.75,78.95,-0.45,14.56,1126,-0.46,-0.72,76.37,0.53,15.86,1185
5,0.32,0.32,275070,119,2311,0.42,1.04,61.72,-0.68,32.95,1126,-0.38,-1.01,61.01,0.77,30.55,1185
10,0.32,0.32,274260,119,2311,0.46,1.35,59.5,-0.96,35.7,1126,-0.34,-1.28,57.97,1.1,36.96,1185
2,0.32,0.33,328897,150,2194,0.53,0.76,78.95,-0.45,14.5,1069,-0.47,-0.72,76.53,0.53,15.82,1125
5,0.32,0.33,261540,119,2194,0.42,1.05,61.46,-0.69,33.21,1069,-0.38,-1.02,61.07,0.79,30.84,1125
10,0.32,0.33,257940,118,2194,0.45,1.35,59.12,-0.98,36.11,1069,-0.34,-1.29,58.22,1.11,36.98,1125
2,0.32,0.34,313320,150,2089,0.53,0.76,78.78,-0.46,14.71,1013,-0.47,-0.73,76.3,0.54,16.17,1076
5,0.32,0.34,247260,118,2089,0.41,1.05,61.4,-0.7,32.97,1013,-0.38,-1.03,60.87,0.8,30.76,1076
10,0.32,0.34,240090,115,2089,0.43,1.34,59.13,-0.99,36.13,1013,-0.33,-1.31,57.62,1.13,37.45,1076
2,0.32,0.35,302070,151,1997,0.54,0.77,78.75,-0.46,14.69,960,-0.47,-0.74,76.08,0.54,16.39,1037
5,0.32,0.35,238650,120,1997,0.42,1.07,60.94,-0.7,33.54,960,-0.38,-1.03,60.95,0.81,30.86,1037
10,0.32,0.35,233790,117,1997,0.44,1.36,58.96,-0.98,36.46,960,-0.34,-1.34,57.47,1.13,37.7,1037
2,0.32,0.36,288630,152,1897,0.55,0.78,79.05,-0.45,14.75,902,-0.47,-0.74,76.28,0.55,16.48,995
5,0.32,0.36,229620,121,1897,0.43,1.08,61.31,-0.7,33.7,902,-0.38,-1.04,61.11,0.81,30.75,995
10,0.32,0.36,227010,120,1897,0.46,1.38,58.87,-0.97,36.36,902,-0.34,-1.34,57.89,1.16,37.39,995
2,0.32,0.37,277680,152,1823,0.55,0.78,78.92,-0.46,14.75,868,-0.47,-0.74,76.13,0.55,16.54,955
5,0.32,0.37,218010,120,1823,0.43,1.08,61.52,-0.7,33.99,868,-0.37,-1.03,60.73,0.81,31.1,955
10,0.32,0.37,214890,118,1823,0.46,1.39,58.87,-0.99,36.41,868,-0.33,-1.34,57.59,1.17,37.8,955
2,0.32,0.38,264120,152,1734,0.54,0.78,78.42,-0.46,15.15,825,-0.47,-0.74,76.13,0.55,16.83,909
5,0.32,0.38,212970,123,1734,0.43,1.1,61.58,-0.72,33.7,825,-0.39,-1.04,61.72,0.83,30.47,909
10,0.32,0.38,208230,120,1734,0.46,1.4,59.15,-1.01,36,825,-0.34,-1.35,58.31,1.2,37.18,909
2,0.32,0.39,254970,154,1657,0.55,0.79,78.41,-0.46,15.28,792,-0.48,-0.75,76.53,0.55,16.65,865
5,0.32,0.39,205890,124,1657,0.43,1.1,61.11,-0.72,34.22,792,-0.4,-1.05,62.2,0.83,30.29,865
10,0.32,0.39,200070,121,1657,0.46,1.4,58.96,-1.01,36.36,792,-0.35,-1.37,58.5,1.2,37.11,865
2,0.33,0,712961,131,5446,0.46,0.63,79.81,-0.37,12.52,2620,-0.42,-0.6,78.45,0.44,12.21,2826
5,0.33,0,556290,102,5446,0.36,0.85,62.63,-0.59,29.43,2620,-0.33,-0.8,62.38,0.63,27.49,2826
10,0.33,0,569490,105,5446,0.39,1.12,58.82,-0.79,34.05,2620,-0.31,-1.01,59.48,0.85,34.15,2826
2,0.33,0.01,712691,131,5445,0.46,0.63,79.8,-0.37,12.52,2619,-0.42,-0.6,78.45,0.44,12.21,2826
5,0.33,0.01,555810,102,5445,0.36,0.85,62.62,-0.59,29.44,2619,-0.33,-0.8,62.38,0.63,27.49,2826
10,0.33,0.01,568770,104,5445,0.39,1.11,58.8,-0.79,34.06,2619,-0.31,-1.01,59.48,0.85,34.15,2826
2,0.33,0.02,712271,131,5444,0.46,0.63,79.8,-0.37,12.52,2619,-0.42,-0.6,78.44,0.44,12.21,2825
5,0.33,0.02,555330,102,5444,0.36,0.85,62.62,-0.59,29.44,2619,-0.32,-0.8,62.37,0.63,27.5,2825
10,0.33,0.02,568170,104,5444,0.39,1.11,58.8,-0.79,34.06,2619,-0.31,-1.01,59.47,0.85,34.16,2825
2,0.33,0.03,712211,131,5442,0.46,0.63,79.83,-0.38,12.49,2618,-0.42,-0.6,78.43,0.44,12.22,2824
5,0.33,0.03,555090,102,5442,0.36,0.85,62.64,-0.59,29.41,2618,-0.32,-0.8,62.36,0.63,27.51,2824
10,0.33,0.03,568260,104,5442,0.39,1.11,58.82,-0.79,34.03,2618,-0.31,-1.01,59.45,0.85,34.17,2824
2,0.33,0.04,711461,131,5439,0.46,0.63,79.85,-0.38,12.5,2615,-0.42,-0.6,78.43,0.44,12.22,2824
5,0.33,0.04,554400,102,5439,0.36,0.85,62.6,-0.59,29.45,2615,-0.32,-0.8,62.36,0.63,27.51,2824
10,0.33,0.04,566280,104,5439,0.38,1.11,58.78,-0.79,34.07,2615,-0.31,-1.01,59.45,0.85,34.17,2824
2,0.33,0.05,710441,131,5432,0.46,0.63,79.82,-0.38,12.52,2611,-0.42,-0.6,78.41,0.44,12.23,2821
5,0.33,0.05,552270,102,5432,0.36,0.84,62.58,-0.59,29.49,2611,-0.32,-0.8,62.32,0.63,27.54,2821
10,0.33,0.05,564780,104,5432,0.38,1.11,58.75,-0.79,34.09,2611,-0.31,-1.01,59.41,0.85,34.21,2821
2,0.33,0.06,708701,131,5416,0.46,0.63,79.76,-0.38,12.56,2604,-0.42,-0.6,78.38,0.44,12.27,2812
5,0.33,0.06,550590,102,5416,0.36,0.84,62.6,-0.59,29.53,2604,-0.32,-0.8,62.3,0.63,27.63,2812
10,0.33,0.06,563730,104,5416,0.38,1.11,58.76,-0.79,34.14,2604,-0.31,-1.02,59.39,0.85,34.25,2812
2,0.33,0.07,707021,131,5386,0.46,0.63,79.78,-0.38,12.56,2587,-0.42,-0.6,78.39,0.44,12.29,2799
5,0.33,0.07,548370,102,5386,0.36,0.85,62.54,-0.59,29.65,2587,-0.32,-0.8,62.31,0.63,27.62,2799
10,0.33,0.07,561390,104,5386,0.38,1.12,58.76,-0.8,34.17,2587,-0.31,-1.02,59.41,0.85,34.37,2799
2,0.33,0.08,703811,132,5346,0.46,0.63,79.78,-0.38,12.6,2572,-0.42,-0.6,78.44,0.44,12.33,2774
5,0.33,0.08,544890,102,5346,0.36,0.85,62.56,-0.59,29.7,2572,-0.32,-0.8,62.51,0.63,27.65,2774
10,0.33,0.08,559890,105,5346,0.39,1.12,58.83,-0.8,34.18,2572,-0.31,-1.02,59.48,0.85,34.35,2774
2,0.33,0.09,696641,132,5279,0.46,0.64,79.83,-0.38,12.58,2543,-0.42,-0.61,78.36,0.44,12.43,2736
5,0.33,0.09,538140,102,5279,0.36,0.85,62.52,-0.59,29.81,2543,-0.32,-0.8,62.32,0.64,27.92,2736
10,0.33,0.09,551970,105,5279,0.39,1.12,58.83,-0.8,34.37,2543,-0.31,-1.02,59.5,0.86,34.5,2736
2,0.33,0.1,691541,133,5213,0.46,0.64,79.86,-0.38,12.61,2513,-0.42,-0.61,78.41,0.44,12.56,2700
5,0.33,0.1,533790,102,5213,0.36,0.86,62.67,-0.59,29.84,2513,-0.32,-0.81,62.3,0.64,28,2700
10,0.33,0.1,546780,105,5213,0.39,1.13,58.93,-0.8,34.26,2513,-0.31,-1.03,59.41,0.86,34.78,2700
2,0.33,0.11,683651,134,5111,0.47,0.64,79.84,-0.38,12.71,2470,-0.43,-0.62,78.46,0.44,12.65,2641
5,0.33,0.11,526590,103,5111,0.36,0.86,62.55,-0.59,30.08,2470,-0.33,-0.82,62.02,0.64,28.28,2641
10,0.33,0.11,538410,105,5111,0.39,1.14,58.87,-0.81,34.49,2470,-0.31,-1.04,59.14,0.86,35.02,2641
2,0.33,0.12,669371,135,4969,0.47,0.65,79.86,-0.38,12.66,2393,-0.43,-0.62,78.53,0.44,12.73,2576
5,0.33,0.12,514770,104,4969,0.36,0.87,62.56,-0.6,30.25,2393,-0.33,-0.83,62.03,0.65,28.45,2576
10,0.33,0.12,524820,106,4969,0.39,1.14,59.09,-0.81,34.81,2393,-0.31,-1.05,59.05,0.87,35.13,2576
2,0.33,0.13,654604,135,4844,0.47,0.65,79.89,-0.38,12.77,2342,-0.43,-0.62,78.34,0.45,12.87,2502
5,0.33,0.13,505530,104,4844,0.37,0.88,62.81,-0.6,30.19,2342,-0.33,-0.84,61.67,0.65,28.74,2502
10,0.33,0.13,512910,106,4844,0.4,1.15,59.18,-0.81,34.71,2342,-0.31,-1.06,58.71,0.88,35.45,2502
2,0.33,0.14,638427,136,4702,0.48,0.66,79.74,-0.39,12.87,2261,-0.43,-0.62,78.33,0.45,12.99,2441
5,0.33,0.14,491310,104,4702,0.37,0.89,62.67,-0.61,30.47,2261,-0.33,-0.84,61.66,0.65,28.76,2441
10,0.33,0.14,500670,106,4702,0.4,1.17,59.13,-0.83,34.85,2261,-0.31,-1.06,58.91,0.89,35.35,2441
2,0.33,0.15,620937,137,4544,0.48,0.67,79.59,-0.39,13.1,2175,-0.43,-0.63,78.3,0.45,13.13,2369
5,0.33,0.15,477510,105,4544,0.37,0.9,62.34,-0.61,30.8,2175,-0.33,-0.84,61.8,0.66,28.66,2369
10,0.33,0.15,486480,107,4544,0.41,1.18,58.99,-0.83,35.13,2175,-0.31,-1.07,58.93,0.9,35.5,2369
2,0.33,0.16,600777,137,4372,0.48,0.67,79.49,-0.39,13.24,2092,-0.44,-0.64,78.16,0.46,13.25,2280
5,0.33,0.16,461610,106,4372,0.37,0.9,62.33,-0.62,30.88,2092,-0.33,-0.86,61.62,0.67,28.9,2280
10,0.33,0.16,469110,107,4372,0.41,1.19,58.89,-0.83,35.56,2092,-0.31,-1.08,58.9,0.91,35.53,2280
2,0.33,0.17,582297,138,4209,0.48,0.68,79.35,-0.39,13.32,2019,-0.44,-0.64,78.17,0.46,13.24,2190
5,0.33,0.17,449190,107,4209,0.38,0.92,62.06,-0.63,30.96,2019,-0.34,-0.87,61.46,0.67,29.04,2190
10,0.33,0.17,454440,108,4209,0.41,1.21,58.84,-0.84,35.71,2019,-0.31,-1.09,59,0.93,35.53,2190
2,0.33,0.18,567987,140,4048,0.49,0.68,79.47,-0.4,12.99,1948,-0.45,-0.65,78.43,0.46,12.9,2100
5,0.33,0.18,442440,109,4048,0.39,0.93,62.32,-0.63,30.9,1948,-0.35,-0.88,61.71,0.67,29.14,2100
10,0.33,0.18,449160,111,4048,0.42,1.22,59.09,-0.85,35.47,1948,-0.32,-1.1,59.38,0.94,35.24,2100
2,0.33,0.19,549177,141,3889,0.49,0.69,79.49,-0.4,13.16,1877,-0.45,-0.65,78.33,0.47,13.12,2012
5,0.33,0.19,428970,110,3889,0.39,0.94,62.39,-0.63,30.95,1877,-0.35,-0.88,61.63,0.68,29.27,2012
10,0.33,0.19,438330,113,3889,0.43,1.23,59.67,-0.86,34.95,1877,-0.32,-1.11,59.19,0.94,35.59,2012
2,0.33,0.2,531867,143,3726,0.5,0.69,79.97,-0.41,12.91,1797,-0.45,-0.66,78.02,0.47,13.27,1929
5,0.33,0.2,416460,112,3726,0.4,0.95,62.77,-0.65,30.61,1797,-0.35,-0.89,61.43,0.68,29.5,1929
10,0.33,0.2,426090,114,3726,0.44,1.24,59.77,-0.87,34.89,1797,-0.33,-1.13,59.05,0.95,35.67,1929
2,0.33,0.21,511677,144,3561,0.5,0.7,79.71,-0.42,13.04,1725,-0.45,-0.67,77.94,0.48,13.51,1836
5,0.33,0.21,400110,112,3561,0.4,0.96,62.72,-0.65,30.9,1725,-0.35,-0.91,61.33,0.69,29.74,1836
10,0.33,0.21,407790,115,3561,0.43,1.24,59.77,-0.88,35.07,1725,-0.33,-1.15,59.1,0.97,35.57,1836
2,0.33,0.22,495147,145,3404,0.51,0.71,79.49,-0.42,13.15,1658,-0.46,-0.67,78.35,0.48,13.75,1746
5,0.33,0.22,385920,113,3404,0.4,0.97,62.24,-0.66,31.18,1658,-0.36,-0.92,61.4,0.7,29.78,1746
10,0.33,0.22,393690,116,3404,0.43,1.26,59.47,-0.89,35.34,1658,-0.34,-1.17,59.22,0.99,35.57,1746
2,0.33,0.23,473817,147,3215,0.51,0.72,79.26,-0.42,13.47,1567,-0.47,-0.68,78.7,0.48,13.71,1648
5,0.33,0.23,372510,116,3215,0.41,0.98,62.54,-0.66,30.89,1567,-0.37,-0.93,61.83,0.72,29.37,1648
10,0.33,0.23,376200,117,3215,0.43,1.27,59.41,-0.9,35.55,1567,-0.35,-1.18,59.59,1.01,35.25,1648
2,0.33,0.24,456290,147,3095,0.51,0.72,79.25,-0.43,13.61,1499,-0.47,-0.68,78.51,0.48,13.78,1596
5,0.33,0.24,356100,115,3095,0.4,0.98,62.37,-0.67,31.09,1499,-0.37,-0.94,61.78,0.72,29.45,1596
10,0.33,0.24,360630,117,3095,0.43,1.27,59.31,-0.9,35.82,1499,-0.35,-1.2,59.34,1.02,35.4,1596
2,0.33,0.25,433836,148,2938,0.52,0.72,79.21,-0.43,13.53,1419,-0.47,-0.69,78.54,0.48,14.02,1519
5,0.33,0.25,340140,116,2938,0.4,0.98,62.37,-0.66,31.36,1419,-0.37,-0.95,61.82,0.73,29.43,1519
10,0.33,0.25,345810,118,2938,0.44,1.27,59.55,-0.9,35.66,1419,-0.35,-1.21,59.38,1.03,35.48,1519
2,0.33,0.26,417036,148,2813,0.52,0.73,78.78,-0.43,13.85,1357,-0.47,-0.69,78.43,0.48,14.35,1456
5,0.33,0.26,327270,116,2813,0.41,0.99,62.42,-0.67,31.47,1357,-0.37,-0.96,61.33,0.73,29.88,1456
10,0.33,0.26,329700,117,2813,0.44,1.28,59.69,-0.91,35.59,1357,-0.34,-1.22,58.86,1.03,36.13,1456
2,0.33,0.27,400371,149,2686,0.52,0.73,79.32,-0.44,13.68,1301,-0.47,-0.7,78.12,0.48,14.73,1385
5,0.33,0.27,312120,116,2686,0.4,0.99,62.34,-0.68,31.74,1301,-0.37,-0.97,61.3,0.73,30.25,1385
10,0.33,0.27,310560,116,2686,0.43,1.27,59.49,-0.93,35.59,1301,-0.35,-1.23,58.92,1.04,36.03,1385
2,0.33,0.28,380557,149,2555,0.52,0.73,79.16,-0.44,13.73,1238,-0.47,-0.7,78.13,0.49,14.96,1317
5,0.33,0.28,301020,118,2555,0.41,1,62.36,-0.68,31.66,1238,-0.38,-0.98,61.58,0.74,30.07,1317
10,0.33,0.28,293100,115,2555,0.43,1.3,59.05,-0.94,35.95,1238,-0.34,-1.22,58.92,1.06,36.07,1317
2,0.33,0.29,364290,150,2434,0.52,0.74,79.24,-0.45,13.76,1185,-0.48,-0.71,77.9,0.5,15.21,1249
5,0.33,0.29,286290,118,2434,0.4,1,62.03,-0.68,32.07,1185,-0.38,-0.99,61.73,0.75,30.02,1249
10,0.33,0.29,277140,114,2434,0.42,1.3,58.82,-0.95,36.2,1185,-0.34,-1.25,58.37,1.07,36.67,1249
2,0.33,0.3,349200,150,2327,0.52,0.74,79.35,-0.45,13.95,1133,-0.48,-0.71,77.89,0.51,15.16,1194
5,0.33,0.3,277830,119,2327,0.41,1.02,62.05,-0.68,32.39,1133,-0.39,-1,61.64,0.75,30.15,1194
10,0.33,0.3,271350,117,2327,0.43,1.33,58.78,-0.95,36.28,1133,-0.34,-1.27,58.38,1.08,36.68,1194
2,0.33,0.31,334853,152,2209,0.53,0.74,79.29,-0.45,13.83,1077,-0.48,-0.72,77.92,0.52,15.02,1132
5,0.33,0.31,268800,122,2209,0.41,1.02,61.93,-0.68,32.87,1077,-0.4,-1.01,62.28,0.76,29.51,1132
10,0.33,0.31,261870,119,2209,0.43,1.33,58.59,-0.96,36.4,1077,-0.36,-1.28,58.83,1.08,36.22,1132
2,0.33,0.32,318166,152,2096,0.53,0.75,79.28,-0.45,14.27,1023,-0.48,-0.73,77.35,0.52,15.38,1073
5,0.33,0.32,253680,121,2096,0.41,1.04,61.49,-0.68,33.14,1023,-0.39,-1.02,61.51,0.77,29.92,1073
10,0.33,0.32,248280,118,2096,0.44,1.34,58.94,-0.97,36.27,1023,-0.35,-1.29,58.25,1.09,36.91,1073
2,0.33,0.33,305356,153,1991,0.54,0.76,79.22,-0.46,14.2,972,-0.49,-0.73,77.53,0.53,15.21,1019
5,0.33,0.33,241500,121,1991,0.41,1.05,61.32,-0.69,33.23,972,-0.4,-1.02,61.63,0.78,30.23,1019
10,0.33,0.33,233850,117,1991,0.43,1.34,58.74,-0.98,36.52,972,-0.36,-1.3,58.39,1.1,36.8,1019
2,0.33,0.34,290709,154,1893,0.54,0.76,79.04,-0.46,14.33,921,-0.49,-0.74,77.37,0.54,15.53,972
5,0.33,0.34,228000,120,1893,0.41,1.05,61.13,-0.7,33.12,921,-0.4,-1.04,61.52,0.8,30.04,972
10,0.33,0.34,217170,115,1893,0.42,1.33,58.74,-0.99,36.59,921,-0.35,-1.33,57.82,1.12,37.24,972
2,0.33,0.35,279519,155,1807,0.54,0.77,78.9,-0.47,14.45,872,-0.49,-0.75,77.22,0.54,15.72,935
5,0.33,0.35,219330,121,1807,0.41,1.07,60.67,-0.71,33.72,872,-0.4,-1.04,61.6,0.8,30.05,935
10,0.33,0.35,210750,117,1807,0.42,1.34,58.49,-0.99,36.93,872,-0.36,-1.35,57.65,1.12,37.54,935
2,0.33,0.36,267609,155,1724,0.55,0.78,79.22,-0.46,14.34,823,-0.49,-0.75,76.91,0.55,15.87,901
5,0.33,0.36,211500,123,1724,0.42,1.07,61.36,-0.7,33.54,823,-0.4,-1.04,61.71,0.81,30.08,901
10,0.33,0.36,204570,119,1724,0.44,1.36,58.57,-0.98,36.7,823,-0.36,-1.36,57.82,1.15,37.4,901
2,0.33,0.37,258819,156,1663,0.55,0.78,78.94,-0.47,14.5,793,-0.49,-0.75,76.9,0.55,15.75,870
5,0.33,0.37,202740,122,1663,0.42,1.07,61.41,-0.71,34.05,793,-0.4,-1.04,61.61,0.81,30.11,870
10,0.33,0.37,196320,118,1663,0.43,1.37,58.39,-0.99,36.95,793,-0.36,-1.36,57.93,1.15,37.47,870
2,0.33,0.38,246039,155,1583,0.55,0.79,78.38,-0.46,14.99,754,-0.49,-0.76,76.72,0.54,16.16,829
5,0.33,0.38,198240,125,1583,0.43,1.09,61.54,-0.72,33.69,754,-0.41,-1.04,62.48,0.82,29.43,829
10,0.33,0.38,190440,120,1583,0.44,1.37,58.75,-1.01,36.47,754,-0.37,-1.37,58.62,1.18,36.91,829
2,0.33,0.39,237669,156,1519,0.55,0.79,78.37,-0.47,15.15,726,-0.5,-0.76,77.05,0.54,16.02,793
5,0.33,0.39,191400,126,1519,0.42,1.09,61.16,-0.72,34.16,726,-0.42,-1.06,62.93,0.84,29.38,793
10,0.33,0.39,183870,121,1519,0.43,1.37,58.68,-1.01,36.78,726,-0.38,-1.38,58.89,1.18,36.82,793
2,0.34,0,664213,133,4983,0.46,0.63,80.38,-0.37,12.19,2396,-0.43,-0.61,78.66,0.43,11.98,2587
5,0.34,0,517650,104,4983,0.37,0.86,62.98,-0.58,29.22,2396,-0.33,-0.8,62.23,0.62,27.87,2587
10,0.34,0,525000,105,4983,0.39,1.12,59.06,-0.8,33.81,2396,-0.31,-1.03,59.03,0.85,34.44,2587
2,0.34,0.01,663943,133,4982,0.46,0.63,80.38,-0.37,12.19,2395,-0.43,-0.61,78.66,0.43,11.98,2587
5,0.34,0.01,517170,104,4982,0.37,0.85,62.96,-0.58,29.23,2395,-0.33,-0.8,62.23,0.62,27.87,2587
10,0.34,0.01,524280,105,4982,0.39,1.12,59.04,-0.8,33.82,2395,-0.31,-1.03,59.03,0.85,34.44,2587
2,0.34,0.02,663523,133,4981,0.46,0.63,80.38,-0.37,12.19,2395,-0.43,-0.61,78.65,0.43,11.99,2586
5,0.34,0.02,516690,104,4981,0.37,0.85,62.96,-0.58,29.23,2395,-0.33,-0.8,62.22,0.62,27.88,2586
10,0.34,0.02,523680,105,4981,0.39,1.12,59.04,-0.8,33.82,2395,-0.31,-1.02,59.01,0.85,34.45,2586
2,0.34,0.03,663463,133,4979,0.46,0.63,80.41,-0.37,12.16,2394,-0.43,-0.61,78.65,0.43,11.99,2585
5,0.34,0.03,516450,104,4979,0.37,0.85,62.99,-0.58,29.2,2394,-0.32,-0.8,62.21,0.62,27.89,2585
10,0.34,0.03,523770,105,4979,0.39,1.12,59.06,-0.8,33.79,2394,-0.31,-1.02,58.99,0.85,34.47,2585
