pred_horizon_s,signal_thres,vol_thres,pnl_total,pnl_per_round,num_rounds,point_avg_c_up,point_avg_up_c_up,percentage_up_c_up,point_avg_down_c_up,percentage_down_c_up,num_rounds_up,point_avg_c_down,point_avg_down_c_down,percentage_down_c_down,point_avg_up_c_down,percentage_up_c_down,num_rounds_down
5,0.39,0.2,271680,124,2187,0.45,0.99,64.69,-0.66,28.63,1048,-0.38,-0.92,62.69,0.68,28.45,1139
10,0.39,0.2,279840,128,2187,0.49,1.3,60.88,-0.88,33.87,1048,-0.37,-1.18,58.91,0.94,35.03,1139
2,0.39,0.21,336451,161,2091,0.56,0.74,81.68,-0.38,11.09,1010,-0.51,-0.7,80.76,0.5,11.56,1081
5,0.39,0.21,264750,127,2091,0.46,1,64.95,-0.67,28.61,1010,-0.39,-0.93,62.63,0.69,28.68,1081
10,0.39,0.21,272970,131,2091,0.5,1.3,61.29,-0.89,33.66,1010,-0.38,-1.2,58.83,0.95,34.97,1081
2,0.39,0.22,326821,164,1997,0.57,0.75,81.6,-0.38,11.1,973,-0.52,-0.72,81.35,0.51,11.72,1024
5,0.39,0.22,256110,128,1997,0.46,1.02,64.44,-0.68,28.88,973,-0.4,-0.95,62.79,0.71,28.52,1024
10,0.39,0.22,265140,133,1997,0.5,1.32,61.15,-0.91,33.81,973,-0.39,-1.23,59.18,0.98,34.86,1024
2,0.39,0.23,313831,165,1897,0.57,0.76,81.41,-0.38,11.3,920,-0.53,-0.72,81.78,0.5,11.67,977
5,0.39,0.23,247410,130,1897,0.47,1.02,64.89,-0.68,28.37,920,-0.4,-0.96,63.15,0.72,28.25,977
10,0.39,0.23,255630,135,1897,0.51,1.32,61.63,-0.91,33.48,920,-0.39,-1.24,59.57,1,34.6,977
2,0.39,0.24,303084,165,1836,0.57,0.76,81.26,-0.38,11.4,886,-0.53,-0.72,81.58,0.51,11.68,950
5,0.39,0.24,236460,129,1836,0.46,1.02,64.56,-0.69,28.67,886,-0.4,-0.97,62.95,0.72,28.42,950
10,0.39,0.24,243060,132,1836,0.49,1.32,61.17,-0.92,33.86,886,-0.39,-1.25,59.16,1,34.84,950
2,0.39,0.25,285190,165,1732,0.57,0.76,80.96,-0.39,11.5,835,-0.53,-0.72,81.49,0.52,11.93,897
5,0.39,0.25,222690,129,1732,0.45,1.02,64.19,-0.69,29.1,835,-0.41,-0.98,62.76,0.73,28.43,897
10,0.39,0.25,227400,131,1732,0.49,1.31,61.2,-0.92,33.89,835,-0.39,-1.27,58.86,1.01,35.23,897
2,0.39,0.26,272200,165,1651,0.57,0.77,80.48,-0.39,11.84,794,-0.53,-0.73,81.33,0.52,12.37,857
5,0.39,0.26,211740,128,1651,0.45,1.03,63.73,-0.69,29.47,794,-0.4,-0.99,62.31,0.73,28.82,857
10,0.39,0.26,213480,129,1651,0.48,1.31,60.83,-0.93,34.26,794,-0.38,-1.28,58.34,1.01,36.06,857
2,0.39,0.27,260156,166,1570,0.57,0.76,81.3,-0.4,11.41,754,-0.53,-0.74,81,0.52,12.62,816
5,0.39,0.27,200970,128,1570,0.44,1.03,63.53,-0.7,29.71,754,-0.41,-1,62.25,0.73,29.17,816
10,0.39,0.27,198000,126,1570,0.46,1.29,60.48,-0.94,34.35,754,-0.39,-1.29,58.46,1.02,36.03,816
2,0.39,0.28,246851,166,1491,0.58,0.77,81.4,-0.41,11.33,715,-0.53,-0.74,81.06,0.53,12.89,776
5,0.39,0.28,193890,130,1491,0.45,1.03,63.78,-0.7,29.51,715,-0.42,-1.01,62.37,0.74,28.87,776
10,0.39,0.28,185550,124,1491,0.45,1.32,59.72,-0.95,35.1,715,-0.38,-1.28,58.63,1.04,35.82,776
2,0.39,0.29,236524,166,1428,0.57,0.76,81.28,-0.41,11.47,689,-0.53,-0.74,80.92,0.53,13.13,739
5,0.39,0.29,184410,129,1428,0.44,1.02,63.57,-0.7,30.04,689,-0.42,-1.02,62.65,0.74,28.69,739
10,0.39,0.29,176520,124,1428,0.44,1.32,59.22,-0.95,35.7,689,-0.38,-1.3,58.46,1.05,36.13,739
2,0.39,0.3,227314,167,1365,0.58,0.77,81.55,-0.41,11.59,656,-0.53,-0.75,80.96,0.54,12.98,709
5,0.39,0.3,180270,132,1365,0.45,1.04,64.02,-0.71,30.18,656,-0.43,-1.02,62.91,0.74,28.49,709
10,0.39,0.3,175890,129,1365,0.46,1.35,59.3,-0.95,35.82,656,-0.4,-1.32,58.67,1.05,35.68,709
2,0.39,0.31,218367,169,1293,0.59,0.77,81.91,-0.41,11.15,619,-0.54,-0.75,81.31,0.55,12.46,674
5,0.39,0.31,173940,135,1293,0.45,1.05,63.97,-0.7,30.69,619,-0.44,-1.02,63.65,0.75,27.89,674
10,0.39,0.31,171720,133,1293,0.46,1.36,59.29,-0.96,35.86,619,-0.42,-1.32,59.35,1.04,34.87,674
2,0.39,0.32,207830,169,1231,0.59,0.78,82.2,-0.41,11.36,590,-0.54,-0.75,80.5,0.55,12.95,641
5,0.39,0.32,164250,133,1231,0.46,1.06,63.9,-0.7,30.68,590,-0.43,-1.04,62.4,0.76,28.71,641
10,0.39,0.32,162990,132,1231,0.47,1.38,59.32,-0.96,35.93,590,-0.42,-1.34,58.66,1.04,35.73,641
2,0.39,0.33,201050,171,1175,0.6,0.79,82.77,-0.43,10.83,563,-0.54,-0.76,80.72,0.56,12.58,612
5,0.39,0.33,158490,135,1175,0.47,1.07,64.12,-0.72,30.37,563,-0.43,-1.04,62.75,0.76,28.59,612
10,0.39,0.33,154740,132,1175,0.46,1.38,59.33,-0.98,36.06,563,-0.42,-1.35,58.82,1.05,35.78,612
2,0.39,0.34,193670,172,1127,0.61,0.79,82.75,-0.43,10.76,539,-0.54,-0.76,80.78,0.56,12.59,588
5,0.39,0.34,151620,135,1127,0.46,1.08,63.64,-0.73,30.61,539,-0.44,-1.05,62.59,0.77,28.57,588
10,0.39,0.34,147570,131,1127,0.45,1.38,58.81,-0.99,36.55,539,-0.42,-1.37,58.67,1.06,35.88,588
2,0.39,0.35,185540,172,1076,0.61,0.8,82.39,-0.44,10.76,511,-0.54,-0.76,80.35,0.56,13.1,565
5,0.39,0.35,144090,134,1076,0.46,1.1,63.01,-0.72,31.51,511,-0.43,-1.05,62.48,0.78,29.03,565
10,0.39,0.35,141660,132,1076,0.46,1.4,58.71,-0.99,36.79,511,-0.42,-1.4,58.23,1.07,36.64,565
2,0.39,0.36,178633,173,1033,0.62,0.81,82.89,-0.46,10.52,485,-0.54,-0.76,80.11,0.57,13.32,548
5,0.39,0.36,138180,134,1033,0.47,1.09,63.92,-0.73,30.72,485,-0.42,-1.05,62.23,0.79,29.56,548
10,0.39,0.36,135360,131,1033,0.47,1.4,58.97,-0.99,36.49,485,-0.41,-1.41,57.66,1.08,37.04,548
2,0.39,0.37,174253,174,999,0.63,0.82,82.87,-0.47,10.28,467,-0.54,-0.76,80.26,0.56,12.97,532
5,0.39,0.37,133140,133,999,0.47,1.09,64.24,-0.75,30.84,467,-0.42,-1.05,62.22,0.79,29.51,532
10,0.39,0.37,129960,130,999,0.46,1.41,58.89,-1.01,36.62,467,-0.41,-1.41,57.71,1.09,37.03,532
2,0.39,0.38,165193,174,947,0.63,0.82,82.29,-0.47,10.76,446,-0.54,-0.77,80.04,0.55,13.37,501
5,0.39,0.38,129780,137,947,0.49,1.1,64.8,-0.77,30.04,446,-0.43,-1.04,63.67,0.81,28.54,501
10,0.39,0.38,126450,134,947,0.47,1.42,59.19,-1.01,36.32,446,-0.42,-1.4,58.68,1.12,36.13,501
2,0.39,0.39,159313,175,909,0.63,0.83,82.09,-0.47,11.16,430,-0.54,-0.77,80.17,0.56,13.36,479
5,0.39,0.39,125190,138,909,0.48,1.11,64.42,-0.76,30.7,430,-0.44,-1.05,64.09,0.82,28.6,479
10,0.39,0.39,121590,134,909,0.47,1.43,59.07,-1.02,36.74,430,-0.42,-1.42,58.66,1.12,36.33,479
2,0.4,0,446049,151,2950,0.52,0.67,83.01,-0.34,9.59,1407,-0.49,-0.65,81.98,0.43,10.05,1543
5,0.4,0,342810,116,2950,0.41,0.88,64.39,-0.58,27.65,1407,-0.37,-0.82,64.55,0.62,25.86,1543
10,0.4,0,334230,113,2950,0.41,1.13,60.06,-0.8,33.05,1407,-0.34,-1.05,59.49,0.85,32.92,1543
2,0.4,0.01,446049,151,2950,0.52,0.67,83.01,-0.34,9.59,1407,-0.49,-0.65,81.98,0.43,10.05,1543
5,0.4,0.01,342810,116,2950,0.41,0.88,64.39,-0.58,27.65,1407,-0.37,-0.82,64.55,0.62,25.86,1543
10,0.4,0.01,334230,113,2950,0.41,1.13,60.06,-0.8,33.05,1407,-0.34,-1.05,59.49,0.85,32.92,1543
2,0.4,0.02,445629,151,2949,0.52,0.67,83.01,-0.34,9.59,1407,-0.49,-0.65,81.97,0.43,10.05,1542
5,0.4,0.02,342330,116,2949,0.41,0.88,64.39,-0.58,27.65,1407,-0.37,-0.82,64.53,0.62,25.88,1542
10,0.4,0.02,333630,113,2949,0.41,1.13,60.06,-0.8,33.05,1407,-0.34,-1.05,59.47,0.85,32.94,1542
2,0.4,0.03,445509,151,2948,0.52,0.67,83.01,-0.34,9.59,1407,-0.49,-0.65,81.96,0.43,10.06,1541
5,0.4,0.03,341910,116,2948,0.41,0.88,64.39,-0.58,27.65,1407,-0.37,-0.82,64.5,0.62,25.89,1541
10,0.4,0.03,333390,113,2948,0.41,1.13,60.06,-0.8,33.05,1407,-0.34,-1.05,59.44,0.85,32.97,1541
2,0.4,0.04,444759,151,2945,0.52,0.67,83.05,-0.34,9.62,1404,-0.49,-0.65,81.96,0.43,10.06,1541
5,0.4,0.04,341220,116,2945,0.4,0.88,64.32,-0.58,27.71,1404,-0.37,-0.82,64.5,0.62,25.89,1541
10,0.4,0.04,331410,113,2945,0.41,1.13,59.97,-0.8,33.12,1404,-0.34,-1.05,59.44,0.85,32.97,1541
2,0.4,0.05,444279,151,2943,0.52,0.67,83.04,-0.34,9.62,1403,-0.49,-0.65,81.95,0.43,10.06,1540
5,0.4,0.05,340050,116,2943,0.4,0.88,64.29,-0.58,27.73,1403,-0.37,-0.82,64.48,0.62,25.91,1540
10,0.4,0.05,330690,112,2943,0.41,1.12,59.94,-0.8,33.14,1403,-0.34,-1.05,59.42,0.85,32.99,1540
2,0.4,0.06,442809,151,2932,0.52,0.67,82.99,-0.34,9.65,1399,-0.49,-0.65,81.93,0.43,10.11,1533
5,0.4,0.06,338400,115,2932,0.4,0.88,64.26,-0.58,27.81,1399,-0.37,-0.82,64.45,0.62,26.03,1533
10,0.4,0.06,329460,112,2932,0.41,1.13,59.9,-0.8,33.24,1399,-0.34,-1.05,59.43,0.85,33.01,1533
2,0.4,0.07,442119,151,2919,0.52,0.67,82.95,-0.34,9.64,1390,-0.49,-0.65,81.95,0.44,10.07,1529
5,0.4,0.07,336840,115,2919,0.4,0.88,64.17,-0.58,27.91,1390,-0.37,-0.83,64.42,0.62,26.03,1529
10,0.4,0.07,327810,112,2919,0.41,1.13,59.78,-0.8,33.31,1390,-0.34,-1.05,59.45,0.85,33.09,1529
2,0.4,0.08,440529,152,2900,0.52,0.67,82.92,-0.34,9.7,1382,-0.49,-0.65,82.02,0.43,10.08,1518
5,0.4,0.08,335640,116,2900,0.4,0.88,64.18,-0.58,28,1382,-0.37,-0.83,64.56,0.62,26.09,1518
10,0.4,0.08,327660,113,2900,0.41,1.13,59.91,-0.8,33.29,1382,-0.35,-1.06,59.49,0.85,33.2,1518
2,0.4,0.09,434979,152,2860,0.52,0.67,82.89,-0.34,9.77,1362,-0.49,-0.65,81.84,0.43,10.21,1498
5,0.4,0.09,330300,115,2860,0.4,0.89,64.02,-0.58,28.27,1362,-0.37,-0.83,64.29,0.62,26.37,1498
10,0.4,0.09,321450,112,2860,0.41,1.14,59.77,-0.8,33.63,1362,-0.34,-1.06,59.48,0.85,33.51,1498
2,0.4,0.1,432129,153,2824,0.53,0.68,82.96,-0.34,9.82,1344,-0.49,-0.66,81.76,0.43,10.34,1480
5,0.4,0.1,328740,116,2824,0.41,0.89,64.29,-0.59,28.27,1344,-0.37,-0.84,64.26,0.63,26.35,1480
10,0.4,0.1,320010,113,2824,0.41,1.14,60.19,-0.81,33.26,1344,-0.34,-1.07,59.39,0.85,33.72,1480
2,0.4,0.11,426759,154,2766,0.53,0.68,82.98,-0.34,9.95,1316,-0.5,-0.67,81.66,0.43,10.48,1450
5,0.4,0.11,325200,118,2766,0.41,0.9,64.29,-0.59,28.5,1316,-0.38,-0.84,64.21,0.63,26.41,1450
10,0.4,0.11,316980,115,2766,0.42,1.15,60.26,-0.82,33.43,1316,-0.35,-1.08,59.24,0.86,33.79,1450
2,0.4,0.12,417639,155,2694,0.54,0.69,83.05,-0.34,9.81,1274,-0.5,-0.67,81.76,0.44,10.42,1420
5,0.4,0.12,316740,118,2694,0.41,0.9,64.13,-0.59,28.57,1274,-0.37,-0.85,64.01,0.63,26.69,1420
10,0.4,0.12,308160,114,2694,0.42,1.15,60.44,-0.82,33.59,1274,-0.35,-1.08,59.23,0.87,33.8,1420
2,0.4,0.13,408631,155,2628,0.54,0.69,83.13,-0.34,9.8,1245,-0.5,-0.67,81.63,0.44,10.56,1383
5,0.4,0.13,312000,119,2628,0.42,0.91,64.5,-0.59,28.43,1245,-0.38,-0.86,63.63,0.63,27.11,1383
10,0.4,0.13,302250,115,2628,0.43,1.16,60.56,-0.82,33.41,1245,-0.34,-1.09,58.86,0.87,34.2,1383
2,0.4,0.14,397344,156,2551,0.54,0.7,82.74,-0.34,10.04,1205,-0.5,-0.67,81.72,0.45,10.55,1346
5,0.4,0.14,303630,119,2551,0.42,0.92,64.23,-0.6,28.46,1205,-0.38,-0.86,63.67,0.64,27.04,1346
10,0.4,0.14,296340,116,2551,0.43,1.18,60.33,-0.83,33.53,1205,-0.35,-1.09,59.36,0.89,33.88,1346
2,0.4,0.15,386664,157,2464,0.54,0.7,82.4,-0.35,10.18,1159,-0.5,-0.68,81.61,0.45,10.73,1305
5,0.4,0.15,295200,120,2464,0.42,0.93,63.93,-0.61,28.65,1159,-0.38,-0.87,63.68,0.65,26.9,1305
10,0.4,0.15,288660,117,2464,0.44,1.19,60.48,-0.84,33.74,1159,-0.35,-1.1,59.39,0.9,34.18,1305
2,0.4,0.16,374544,158,2372,0.55,0.71,82.12,-0.35,10.33,1113,-0.51,-0.68,81.49,0.45,10.8,1259
5,0.4,0.16,285660,120,2372,0.43,0.94,64.15,-0.62,28.66,1113,-0.38,-0.88,63.3,0.65,27.16,1259
10,0.4,0.16,279210,118,2372,0.44,1.21,60.38,-0.84,34.23,1113,-0.35,-1.12,59.02,0.9,34.47,1259
2,0.4,0.17,363024,159,2280,0.55,0.72,82.11,-0.35,10.34,1073,-0.51,-0.69,81.36,0.46,10.94,1207
5,0.4,0.17,277200,122,2280,0.43,0.96,63.75,-0.63,28.89,1073,-0.38,-0.9,62.97,0.66,27.59,1207
10,0.4,0.17,269340,118,2280,0.44,1.22,60.21,-0.85,34.48,1073,-0.35,-1.13,58.82,0.91,34.88,1207
2,0.4,0.18,353994,162,2191,0.56,0.72,82.13,-0.35,10.09,1041,-0.52,-0.7,81.74,0.46,10.35,1150
5,0.4,0.18,274170,125,2191,0.44,0.97,64.17,-0.62,28.82,1041,-0.39,-0.9,63.3,0.65,27.48,1150
10,0.4,0.18,269850,123,2191,0.46,1.24,60.71,-0.85,34.01,1041,-0.36,-1.15,59.3,0.92,34.43,1150
2,0.4,0.19,343224,163,2104,0.57,0.73,82.25,-0.36,10.17,1003,-0.52,-0.7,81.65,0.47,10.45,1101
5,0.4,0.19,267030,127,2104,0.45,0.98,64.61,-0.63,28.51,1003,-0.4,-0.91,63.4,0.66,27.52,1101
10,0.4,0.19,265530,126,2104,0.48,1.25,61.62,-0.86,33.3,1003,-0.37,-1.16,59.22,0.92,34.7,1101
2,0.4,0.2,331734,165,2014,0.57,0.74,82.43,-0.36,10.19,962,-0.53,-0.71,81.46,0.48,10.46,1052
5,0.4,0.2,260670,129,2014,0.47,0.99,65.28,-0.65,27.75,962,-0.4,-0.92,63.31,0.66,27.66,1052
10,0.4,0.2,262140,130,2014,0.5,1.26,62.16,-0.88,32.74,962,-0.37,-1.18,59.03,0.93,34.79,1052
2,0.4,0.21,320364,166,1926,0.58,0.75,82.31,-0.37,10.36,927,-0.53,-0.71,81.68,0.49,10.71,999
5,0.4,0.21,254250,132,1926,0.48,1,65.48,-0.65,27.83,927,-0.41,-0.93,63.26,0.67,27.73,999
10,0.4,0.21,255270,133,1926,0.51,1.27,62.57,-0.89,32.58,927,-0.38,-1.2,59.06,0.95,34.63,999
2,0.4,0.22,311244,169,1839,0.59,0.76,82.33,-0.38,10.29,894,-0.54,-0.73,82.33,0.49,10.9,945
5,0.4,0.22,246120,134,1839,0.48,1.01,65.1,-0.66,27.96,894,-0.42,-0.96,63.39,0.68,27.62,945
10,0.4,0.22,247290,134,1839,0.5,1.28,62.3,-0.9,32.89,894,-0.4,-1.23,59.37,0.97,34.6,945
2,0.4,0.23,298554,171,1746,0.59,0.77,82.23,-0.37,10.43,844,-0.55,-0.73,82.71,0.48,10.98,902
5,0.4,0.23,237030,136,1746,0.48,1.02,65.52,-0.67,27.49,844,-0.43,-0.96,63.75,0.69,27.38,902
10,0.4,0.23,238260,136,1746,0.51,1.28,62.91,-0.9,32.46,844,-0.4,-1.24,59.76,0.99,34.37,902
2,0.4,0.24,288047,171,1689,0.59,0.77,82.02,-0.37,10.59,812,-0.55,-0.73,82.44,0.49,11.06,877
5,0.4,0.24,226920,134,1689,0.47,1.01,65.15,-0.68,27.71,812,-0.43,-0.97,63.51,0.7,27.48,877
10,0.4,0.24,227430,135,1689,0.5,1.28,62.56,-0.91,32.76,812,-0.4,-1.25,59.41,1,34.55,877
2,0.4,0.25,270723,170,1588,0.59,0.77,81.78,-0.38,10.62,763,-0.55,-0.73,82.42,0.5,11.27,825
5,0.4,0.25,213900,135,1588,0.47,1.02,64.88,-0.67,28.05,763,-0.43,-0.98,63.27,0.71,27.52,825
10,0.4,0.25,213390,134,1588,0.5,1.28,62.78,-0.91,32.63,763,-0.4,-1.27,59.03,1.01,35.03,825
2,0.4,0.26,257883,171,1512,0.59,0.78,81.1,-0.38,11.17,725,-0.55,-0.74,82.34,0.5,11.69,787
5,0.4,0.26,202770,134,1512,0.47,1.03,64.28,-0.67,28.55,725,-0.43,-0.99,62.77,0.7,27.95,787
10,0.4,0.26,199320,132,1512,0.5,1.28,62.34,-0.92,32.97,725,-0.39,-1.28,58.45,1,35.96,787
2,0.4,0.27,247639,172,1440,0.59,0.77,81.86,-0.39,10.89,689,-0.56,-0.75,82.16,0.5,11.85,751
5,0.4,0.27,194700,135,1440,0.47,1.04,64.15,-0.69,28.74,689,-0.43,-1.01,62.85,0.7,28.23,751
10,0.4,0.27,190050,132,1440,0.49,1.29,62.12,-0.94,32.95,689,-0.39,-1.29,58.72,1.02,35.82,751
2,0.4,0.28,235564,172,1367,0.6,0.78,82.08,-0.39,10.72,653,-0.56,-0.75,82.35,0.51,12.04,714
5,0.4,0.28,188370,138,1367,0.48,1.04,64.47,-0.69,28.48,653,-0.44,-1.02,63.03,0.7,27.87,714
10,0.4,0.28,179370,131,1367,0.49,1.32,61.56,-0.95,33.54,653,-0.39,-1.28,58.96,1.04,35.57,714
2,0.4,0.29,225987,173,1308,0.59,0.78,82.03,-0.4,10.81,629,-0.56,-0.76,82.33,0.51,12.22,679
5,0.4,0.29,180270,138,1308,0.47,1.03,64.39,-0.69,28.93,629,-0.45,-1.02,63.48,0.71,27.54,679
10,0.4,0.29,172320,132,1308,0.49,1.32,61.05,-0.95,34.02,629,-0.4,-1.31,58.91,1.05,35.79,679
2,0.4,0.3,217377,174,1249,0.6,0.78,82.38,-0.4,10.91,596,-0.56,-0.76,82.54,0.52,11.94,653
5,0.4,0.3,176820,142,1249,0.48,1.06,64.93,-0.69,29.03,596,-0.46,-1.02,63.86,0.71,27.26,653
10,0.4,0.3,172440,138,1249,0.51,1.35,61.24,-0.95,34.06,596,-0.42,-1.33,59.26,1.05,35.22,653
2,0.4,0.31,207860,176,1181,0.61,0.79,82.71,-0.39,10.34,561,-0.56,-0.76,82.74,0.54,11.61,620
5,0.4,0.31,169530,144,1181,0.49,1.07,64.71,-0.68,29.59,561,-0.47,-1.03,64.52,0.73,26.77,620
10,0.4,0.31,166800,141,1181,0.51,1.37,61.14,-0.95,34.22,561,-0.43,-1.33,59.84,1.05,34.52,620
2,0.4,0.32,197473,176,1123,0.61,0.79,82.96,-0.4,10.49,534,-0.56,-0.77,81.83,0.54,12.22,589
5,0.4,0.32,159990,142,1123,0.49,1.08,64.42,-0.69,29.78,534,-0.46,-1.04,63.33,0.73,27.5,589
10,0.4,0.32,158220,141,1123,0.52,1.38,61.05,-0.95,34.46,534,-0.43,-1.35,59.25,1.05,35.31,589
2,0.4,0.33,190903,178,1070,0.63,0.8,83.66,-0.41,9.84,508,-0.56,-0.77,82.03,0.55,11.92,562
5,0.4,0.33,153930,144,1070,0.5,1.09,64.76,-0.71,29.33,508,-0.46,-1.04,63.7,0.74,27.4,562
10,0.4,0.33,150420,141,1070,0.52,1.39,61.22,-0.97,34.45,508,-0.42,-1.35,59.25,1.06,35.59,562
2,0.4,0.34,184003,180,1025,0.63,0.8,83.37,-0.41,9.86,487,-0.57,-0.77,82.16,0.55,11.9,538
5,0.4,0.34,147210,144,1025,0.49,1.1,64.07,-0.71,29.77,487,-0.46,-1.06,63.57,0.76,27.32,538
10,0.4,0.34,144300,141,1025,0.51,1.41,60.57,-0.97,35.11,487,-0.43,-1.38,59.11,1.08,35.69,538
2,0.4,0.35,176593,180,982,0.64,0.82,83.08,-0.42,9.76,461,-0.56,-0.77,81.57,0.55,12.28,521
5,0.4,0.35,140400,143,982,0.5,1.12,63.56,-0.7,30.59,461,-0.46,-1.05,63.34,0.76,27.83,521
10,0.4,0.35,139620,142,982,0.52,1.43,60.52,-0.97,35.36,461,-0.43,-1.4,58.73,1.09,36.28,521
2,0.4,0.36,171036,181,943,0.65,0.83,83.75,-0.43,9.38,437,-0.56,-0.78,81.42,0.55,12.45,506
5,0.4,0.36,136740,145,943,0.52,1.13,64.76,-0.71,29.52,437,-0.45,-1.06,63.24,0.77,28.26,506
10,0.4,0.36,135960,144,943,0.54,1.44,61.1,-0.97,34.78,437,-0.43,-1.42,58.3,1.1,36.56,506
2,0.4,0.37,166236,182,911,0.66,0.84,83.77,-0.44,9.07,419,-0.56,-0.78,81.3,0.55,12.4,492
5,0.4,0.37,131040,144,911,0.52,1.13,65.16,-0.73,29.59,419,-0.45,-1.05,63.01,0.77,28.46,492
10,0.4,0.37,130170,143,911,0.54,1.45,61.1,-0.99,34.84,419,-0.42,-1.42,58.33,1.11,36.59,492
2,0.4,0.38,157836,182,865,0.66,0.84,83.08,-0.44,9.45,402,-0.57,-0.78,81.21,0.54,12.74,463
5,0.4,0.38,127560,147,865,0.53,1.14,65.42,-0.74,29.1,402,-0.46,-1.04,64.58,0.79,27.21,463
10,0.4,0.38,127080,147,865,0.55,1.46,61.44,-0.99,34.58,402,-0.43,-1.41,59.4,1.14,35.64,463
2,0.4,0.39,152556,184,830,0.66,0.85,82.9,-0.44,9.84,386,-0.57,-0.78,81.53,0.55,12.61,444
5,0.4,0.39,123360,149,830,0.53,1.15,65.03,-0.74,29.79,386,-0.47,-1.05,65.32,0.8,27.03,444
10,0.4,0.39,122730,148,830,0.56,1.47,61.4,-1,34.97,386,-0.44,-1.42,59.46,1.15,35.59,444
2,0.41,0,414040,153,2705,0.53,0.67,83.15,-0.33,9.44,1282,-0.49,-0.65,82.43,0.44,10.12,1423
5,0.41,0,320700,119,2705,0.4,0.88,64.2,-0.59,27.93,1282,-0.39,-0.84,64.86,0.62,25.44,1423
10,0.41,0,315960,117,2705,0.41,1.11,60.53,-0.79,32.76,1282,-0.37,-1.06,60.3,0.84,32.19,1423
2,0.41,0.01,414040,153,2705,0.53,0.67,83.15,-0.33,9.44,1282,-0.49,-0.65,82.43,0.44,10.12,1423
5,0.41,0.01,320700,119,2705,0.4,0.88,64.2,-0.59,27.93,1282,-0.39,-0.84,64.86,0.62,25.44,1423
10,0.41,0.01,315960,117,2705,0.41,1.11,60.53,-0.79,32.76,1282,-0.37,-1.06,60.3,0.84,32.19,1423
2,0.41,0.02,413620,153,2704,0.53,0.67,83.15,-0.33,9.44,1282,-0.49,-0.65,82.42,0.44,10.13,1422
5,0.41,0.02,320220,118,2704,0.4,0.88,64.2,-0.59,27.93,1282,-0.39,-0.84,64.84,0.62,25.46,1422
10,0.41,0.02,315360,117,2704,0.41,1.11,60.53,-0.79,32.76,1282,-0.37,-1.06,60.27,0.84,32.21,1422
2,0.41,0.03,413500,153,2703,0.53,0.67,83.15,-0.33,9.44,1282,-0.49,-0.65,82.41,0.44,10.13,1421
5,0.41,0.03,319800,118,2703,0.4,0.88,64.2,-0.59,27.93,1282,-0.39,-0.84,64.81,0.62,25.48,1421
10,0.41,0.03,315120,117,2703,0.41,1.11,60.53,-0.79,32.76,1282,-0.37,-1.06,60.24,0.84,32.23,1421
2,0.41,0.04,412750,153,2700,0.53,0.67,83.19,-0.33,9.46,1279,-0.49,-0.65,82.41,0.44,10.13,1421
5,0.41,0.04,319110,118,2700,0.4,0.88,64.11,-0.59,27.99,1279,-0.39,-0.84,64.81,0.62,25.48,1421
10,0.41,0.04,313140,116,2700,0.41,1.11,60.44,-0.79,32.84,1279,-0.37,-1.06,60.24,0.84,32.23,1421
2,0.41,0.05,412270,153,2698,0.53,0.67,83.18,-0.33,9.47,1278,-0.49,-0.65,82.39,0.44,10.14,1420
5,0.41,0.05,317940,118,2698,0.4,0.88,64.08,-0.59,28.01,1278,-0.39,-0.84,64.79,0.62,25.49,1420
10,0.41,0.05,312420,116,2698,0.41,1.11,60.41,-0.79,32.86,1278,-0.37,-1.06,60.21,0.84,32.25,1420
2,0.41,0.06,410800,153,2687,0.53,0.67,83.12,-0.33,9.5,1274,-0.49,-0.65,82.38,0.44,10.19,1413
5,0.41,0.06,316290,118,2687,0.4,0.88,64.05,-0.59,28.1,1274,-0.39,-0.84,64.76,0.62,25.62,1413
10,0.41,0.06,311190,116,2687,0.41,1.11,60.36,-0.79,32.97,1274,-0.37,-1.06,60.23,0.85,32.27,1413
2,0.41,0.07,410170,153,2675,0.53,0.67,83.1,-0.33,9.48,1266,-0.5,-0.66,82.4,0.44,10.15,1409
5,0.41,0.07,314730,118,2675,0.4,0.88,63.9,-0.59,28.2,1266,-0.39,-0.84,64.73,0.62,25.62,1409
10,0.41,0.07,309600,116,2675,0.41,1.11,60.27,-0.8,33.02,1266,-0.37,-1.06,60.26,0.85,32.36,1409
2,0.41,0.08,408850,154,2659,0.53,0.67,83.1,-0.33,9.52,1260,-0.5,-0.66,82.49,0.44,10.15,1399
5,0.41,0.08,313950,118,2659,0.4,0.88,63.89,-0.59,28.25,1260,-0.39,-0.84,64.9,0.62,25.66,1399
10,0.41,0.08,309780,117,2659,0.41,1.11,60.4,-0.8,32.94,1260,-0.37,-1.07,60.33,0.85,32.45,1399
2,0.41,0.09,403480,154,2623,0.53,0.68,83.08,-0.33,9.59,1241,-0.5,-0.66,82.27,0.44,10.27,1382
5,0.41,0.09,309150,118,2623,0.4,0.89,63.74,-0.59,28.53,1241,-0.39,-0.85,64.69,0.62,25.9,1382
10,0.41,0.09,303210,116,2623,0.41,1.12,60.19,-0.8,33.28,1241,-0.37,-1.07,60.2,0.85,32.85,1382
2,0.41,0.1,400870,155,2590,0.53,0.68,83.17,-0.34,9.64,1224,-0.5,-0.66,82.21,0.44,10.4,1366
