pred_horizon_s,signal_thres,vol_thres,point_per_round,pnl_total,pnl_per_round,num_rounds,point_avg_c_up,point_avg_up_c_up,percentage_up_c_up,point_avg_down_c_up,percentage_down_c_up,num_rounds_up,point_avg_c_down,point_avg_down_c_down,percentage_down_c_down,point_avg_up_c_down,percentage_up_c_down,num_rounds_down
2,0.46,0.26,0.4781,3310,103,32,0.4211,0.5176,89.4737,-0.8,5.2632,19,-0.5615,-0.5615,100,NaN,0,13
5,0.46,0.26,0.3063,1660,52,32,0.3158,0.75,63.1579,-0.5,31.5789,19,-0.2923,-0.6429,53.8462,0.35,15.3846,13
10,0.46,0.26,0.2156,790,25,32,0.2632,0.9182,57.8947,-0.85,31.5789,19,-0.1462,-0.7714,53.8462,0.5833,46.1538,13
2,0.46,0.27,0.4897,3100,107,29,0.4294,0.54,88.2353,-0.8,5.8824,17,-0.575,-0.575,100,NaN,0,12
5,0.46,0.27,0.3138,1570,54,29,0.2941,0.8,58.8235,-0.5,35.2941,17,-0.3417,-0.6429,58.3333,0.4,8.3333,12
10,0.46,0.27,0.1897,490,17,29,0.2235,0.89,58.8235,-0.85,35.2941,17,-0.1417,-0.8667,50,0.5833,50,12
2,0.46,0.28,0.5346,3130,120,26,0.4563,0.54,93.75,-0.8,6.25,16,-0.66,-0.66,100,NaN,0,10
5,0.46,0.28,0.3577,1750,67,26,0.3375,0.8,62.5,-0.52,31.25,16,-0.39,-0.7167,60,0.4,10,10
10,0.46,0.28,0.2346,790,30,26,0.25,0.89,62.5,-0.98,31.25,16,-0.21,-0.96,50,0.54,50,10
2,0.46,0.29,0.5292,2850,119,24,0.46,0.55,93.3333,-0.8,6.6667,15,-0.6444,-0.6444,100,NaN,0,9
5,0.46,0.29,0.4,1920,80,24,0.4133,0.8,66.6667,-0.45,26.6667,15,-0.3778,-0.76,55.5556,0.4,11.1111,9
10,0.46,0.29,0.2083,540,23,24,0.2533,0.9667,60,-0.98,33.3333,15,-0.1333,-0.975,44.4444,0.54,55.5556,9
2,0.46,0.3,0.5435,2830,123,23,0.4786,0.5769,92.8571,-0.8,7.1429,14,-0.6444,-0.6444,100,NaN,0,9
5,0.46,0.3,0.4087,1900,83,23,0.4286,0.8667,64.2857,-0.45,28.5714,14,-0.3778,-0.76,55.5556,0.4,11.1111,9
10,0.46,0.3,0.1826,340,15,23,0.2143,0.9875,57.1429,-0.98,35.7143,14,-0.1333,-0.975,44.4444,0.54,55.5556,9
2,0.46,0.31,0.5176,1960,115,17,0.43,0.5667,90,-0.8,10,10,-0.6429,-0.6429,100,NaN,0,7
5,0.46,0.31,0.2706,700,41,17,0.24,0.6,60,-0.4,30,10,-0.3143,-0.8667,42.8571,0.4,14.2857,7
10,0.46,0.31,0.1412,40,2,17,0.15,0.96,50,-0.825,40,10,-0.1286,-1.0667,42.8571,0.575,57.1429,7
2,0.46,0.32,0.5,1760,110,16,0.43,0.5667,90,-0.8,10,10,-0.6167,-0.6167,100,NaN,0,6
5,0.46,0.32,0.2875,740,46,16,0.24,0.6,60,-0.4,30,10,-0.3667,-0.8667,50,0.4,16.6667,6
10,0.46,0.32,0.175,200,13,16,0.15,0.96,50,-0.825,40,10,-0.2167,-1.0667,50,0.6333,50,6
2,0.46,0.33,0.5,1650,110,15,0.43,0.5667,90,-0.8,10,10,-0.64,-0.64,100,NaN,0,5
5,0.46,0.33,0.3333,900,60,15,0.24,0.6,60,-0.4,30,10,-0.52,-0.8667,60,NaN,0,5
10,0.46,0.33,0.2267,420,28,15,0.15,0.96,50,-0.825,40,10,-0.38,-1.0667,60,0.65,40,5
2,0.46,0.34,0.4929,1510,108,14,0.4111,0.5625,88.8889,-0.8,11.1111,9,-0.64,-0.64,100,NaN,0,5
5,0.46,0.34,0.3429,880,63,14,0.2444,0.68,55.5556,-0.4,33.3333,9,-0.52,-0.8667,60,NaN,0,5
10,0.46,0.34,0.3429,880,63,14,0.3222,0.96,55.5556,-0.6333,33.3333,9,-0.38,-1.0667,60,0.65,40,5
2,0.46,0.35,0.4929,1510,108,14,0.4111,0.5625,88.8889,-0.8,11.1111,9,-0.64,-0.64,100,NaN,0,5
5,0.46,0.35,0.3429,880,63,14,0.2444,0.68,55.5556,-0.4,33.3333,9,-0.52,-0.8667,60,NaN,0,5
10,0.46,0.35,0.3429,880,63,14,0.3222,0.96,55.5556,-0.6333,33.3333,9,-0.38,-1.0667,60,0.65,40,5
2,0.46,0.36,0.4929,1510,108,14,0.4111,0.5625,88.8889,-0.8,11.1111,9,-0.64,-0.64,100,NaN,0,5
5,0.46,0.36,0.3429,880,63,14,0.2444,0.68,55.5556,-0.4,33.3333,9,-0.52,-0.8667,60,NaN,0,5
10,0.46,0.36,0.3429,880,63,14,0.3222,0.96,55.5556,-0.6333,33.3333,9,-0.38,-1.0667,60,0.65,40,5
2,0.46,0.37,0.4929,1510,108,14,0.4111,0.5625,88.8889,-0.8,11.1111,9,-0.64,-0.64,100,NaN,0,5
5,0.46,0.37,0.3429,880,63,14,0.2444,0.68,55.5556,-0.4,33.3333,9,-0.52,-0.8667,60,NaN,0,5
10,0.46,0.37,0.3429,880,63,14,0.3222,0.96,55.5556,-0.6333,33.3333,9,-0.38,-1.0667,60,0.65,40,5
2,0.46,0.38,0.525,1410,118,12,0.4125,0.5857,87.5,-0.8,12.5,8,-0.75,-0.75,100,NaN,0,4
5,0.46,0.38,0.3917,930,78,12,0.2625,0.825,50,-0.4,37.5,8,-0.65,-0.8667,75,NaN,0,4
10,0.46,0.38,0.45,1140,95,12,0.3625,0.96,62.5,-0.6333,37.5,8,-0.625,-1.0667,75,0.7,25,4
2,0.46,0.39,0.525,1410,118,12,0.4125,0.5857,87.5,-0.8,12.5,8,-0.75,-0.75,100,NaN,0,4
5,0.46,0.39,0.3917,930,78,12,0.2625,0.825,50,-0.4,37.5,8,-0.65,-0.8667,75,NaN,0,4
10,0.46,0.39,0.45,1140,95,12,0.3625,0.96,62.5,-0.6333,37.5,8,-0.625,-1.0667,75,0.7,25,4
2,0.47,0.05,0.4792,10273,104,99,0.4988,0.5237,95.6522,-0.1,2.1739,46,-0.4623,-0.5061,92.4528,0.15,3.7736,53
5,0.47,0.05,0.3354,6000,61,99,0.3565,0.5969,69.5652,-0.3375,17.3913,46,-0.317,-0.5629,66.0377,0.3625,15.0943,53
10,0.47,0.05,0.3212,5580,56,99,0.4065,0.87,65.2174,-0.5692,28.2609,46,-0.2472,-0.627,69.8113,0.6733,28.3019,53
2,0.47,0.06,0.476,10073,103,98,0.4988,0.5237,95.6522,-0.1,2.1739,46,-0.4558,-0.5,92.3077,0.15,3.8462,52
5,0.47,0.06,0.3367,5980,61,98,0.3565,0.5969,69.5652,-0.3375,17.3913,46,-0.3192,-0.5735,65.3846,0.3625,15.3846,52
10,0.47,0.06,0.3184,5440,56,98,0.4065,0.87,65.2174,-0.5692,28.2609,46,-0.2404,-0.6278,69.2308,0.6733,28.8462,52
2,0.47,0.07,0.4728,9573,102,94,0.4871,0.5133,95.3488,-0.1,2.3256,43,-0.4608,-0.5064,92.1569,0.15,3.9216,51
5,0.47,0.07,0.3457,5990,64,94,0.3698,0.62,69.7674,-0.3375,18.6047,43,-0.3255,-0.5735,66.6667,0.3625,15.6863,51
10,0.47,0.07,0.3202,5270,56,94,0.4186,0.9,65.1163,-0.6,27.907,43,-0.2373,-0.6343,68.6275,0.6733,29.4118,51
2,0.47,0.08,0.4744,9003,102,88,0.4913,0.5191,95.122,-0.1,2.439,41,-0.4596,-0.5093,91.4894,0.15,4.2553,47
5,0.47,0.08,0.3193,4910,56,88,0.3488,0.6071,68.2927,-0.3375,19.5122,41,-0.2936,-0.5567,63.8298,0.3625,17.0213,47
10,0.47,0.08,0.2864,4040,46,88,0.3854,0.8846,63.4146,-0.6,29.2683,41,-0.2,-0.629,65.9574,0.6733,31.9149,47
2,0.47,0.09,0.4735,8673,102,85,0.4936,0.5222,95,-0.1,2.5,40,-0.4556,-0.5073,91.1111,0.15,4.4444,45
5,0.47,0.09,0.3082,4460,52,85,0.3575,0.6071,70,-0.3375,20,40,-0.2644,-0.5286,62.2222,0.3625,17.7778,45
10,0.47,0.09,0.2824,3800,45,85,0.4,0.8846,65,-0.6364,27.5,40,-0.1778,-0.6241,64.4444,0.6733,33.3333,45
2,0.47,0.1,0.4765,8133,103,79,0.4801,0.5096,94.7368,-0.1,2.6316,38,-0.4732,-0.5324,90.2439,0.15,4.878,41
5,0.47,0.1,0.3165,4340,55,79,0.3447,0.5852,71.0526,-0.3375,21.0526,38,-0.2902,-0.5185,65.8537,0.35,14.6341,41
10,0.47,0.1,0.2873,3650,46,79,0.3816,0.856,65.7895,-0.69,26.3158,38,-0.2,-0.6296,65.8537,0.6769,31.7073,41
2,0.47,0.11,0.4716,7713,101,76,0.4801,0.5096,94.7368,-0.1,2.6316,38,-0.4632,-0.5265,89.4737,0.15,5.2632,38
5,0.47,0.11,0.3158,4160,55,76,0.3447,0.5852,71.0526,-0.3375,21.0526,38,-0.2868,-0.5417,63.1579,0.35,15.7895,38
10,0.47,0.11,0.2724,3170,42,76,0.3816,0.856,65.7895,-0.69,26.3158,38,-0.1632,-0.6,65.7895,0.6769,34.2105,38
2,0.47,0.12,0.4889,7253,107,68,0.5195,0.5563,93.9394,-0.1,3.0303,33,-0.46,-0.529,88.5714,0.15,5.7143,35
5,0.47,0.12,0.3338,4090,60,68,0.3697,0.6042,72.7273,-0.3833,18.1818,33,-0.3,-0.5636,62.8571,0.38,14.2857,35
10,0.47,0.12,0.2721,2830,42,68,0.3667,0.8762,63.6364,-0.7,27.2727,33,-0.1829,-0.6167,68.5714,0.7636,31.4286,35
2,0.47,0.13,0.4901,7063,107,66,0.5076,0.5448,93.75,-0.1,3.125,32,-0.4735,-0.529,91.1765,0.15,5.8824,34
5,0.47,0.13,0.3394,4080,62,66,0.3656,0.6087,71.875,-0.3833,18.75,32,-0.3147,-0.5636,64.7059,0.425,11.7647,34
10,0.47,0.13,0.2576,2460,37,66,0.375,0.915,62.5,-0.7,28.125,32,-0.1471,-0.5826,67.6471,0.7636,32.3529,34
2,0.47,0.14,0.4943,6713,108,62,0.4881,0.5266,93.3333,-0.1,3.3333,30,-0.5,-0.54,93.75,0.2,3.125,32
5,0.47,0.14,0.3452,3940,64,62,0.33,0.581,70,-0.3833,20,30,-0.3594,-0.5636,68.75,0.3,9.375,32
10,0.47,0.14,0.2516,2200,35,62,0.37,0.9667,60,-0.7,30,30,-0.1406,-0.6143,65.625,0.7636,34.375,32
2,0.47,0.15,0.5024,6533,111,59,0.4881,0.5266,93.3333,-0.1,3.3333,30,-0.5172,-0.563,93.1034,0.2,3.4483,29
5,0.47,0.15,0.3441,3730,63,59,0.33,0.581,70,-0.3833,20,30,-0.3586,-0.5947,65.5172,0.3,10.3448,29
10,0.47,0.15,0.2475,2020,34,59,0.37,0.9667,60,-0.7,30,30,-0.1207,-0.5947,65.5172,0.78,34.4828,29
2,0.47,0.16,0.4863,5823,106,55,0.4873,0.5286,92.8571,-0.1,3.5714,28,-0.4852,-0.532,92.5926,0.2,3.7037,27
5,0.47,0.16,0.3582,3710,67,55,0.3571,0.595,71.4286,-0.38,17.8571,28,-0.3593,-0.5833,66.6667,0.4,7.4074,27
10,0.47,0.16,0.2527,1970,36,55,0.4071,0.9941,60.7143,-0.6875,28.5714,28,-0.0926,-0.6059,62.963,0.78,37.037,27
2,0.47,0.17,0.4911,5473,107,51,0.4825,0.5268,92.3077,-0.1,3.8462,26,-0.5,-0.5522,92,0.2,4,25
5,0.47,0.17,0.3706,3630,71,51,0.3692,0.6053,73.0769,-0.38,19.2308,26,-0.372,-0.5941,68,0.4,8,25
10,0.47,0.17,0.3,2550,50,51,0.4462,0.9941,65.3846,-0.8833,23.0769,26,-0.148,-0.6,64,0.6556,36,25
2,0.47,0.18,0.4587,4490,98,46,0.4348,0.481,91.3043,-0.1,4.3478,23,-0.4826,-0.5381,91.3043,0.2,4.3478,23
5,0.47,0.18,0.3413,2870,62,46,0.3043,0.5563,69.5652,-0.38,21.7391,23,-0.3783,-0.5938,69.5652,0.4,8.6957,23
10,0.47,0.18,0.3043,2360,51,46,0.4,0.9667,65.2174,-0.8833,26.087,23,-0.2087,-0.62,65.2174,0.5625,34.7826,23
2,0.47,0.19,0.4659,4090,100,41,0.4381,0.4895,90.4762,-0.1,4.7619,21,-0.495,-0.5611,90,0.2,5,20
5,0.47,0.19,0.339,2530,62,41,0.2857,0.5643,66.6667,-0.38,23.8095,21,-0.395,-0.6214,70,0.4,10,20
10,0.47,0.19,0.2951,1990,49,41,0.381,0.95,66.6667,-0.8833,28.5714,21,-0.205,-0.6462,65,0.6143,35,20
2,0.47,0.2,0.4718,3960,102,39,0.425,0.4778,90,-0.1,5,20,-0.5211,-0.5611,94.7368,0.2,5.2632,19
5,0.47,0.2,0.3487,2520,65,39,0.26,0.5462,65,-0.38,25,20,-0.4421,-0.6214,73.6842,0.3,5.2632,19
10,0.47,0.2,0.3154,2130,55,39,0.35,0.9462,65,-0.8833,30,20,-0.2789,-0.6462,68.4211,0.5167,31.5789,19
2,0.47,0.21,0.4778,3720,103,36,0.4158,0.4706,89.4737,-0.1,5.2632,19,-0.5471,-0.5471,100,NaN,0,17
5,0.47,0.21,0.3083,1890,53,36,0.2316,0.525,63.1579,-0.38,26.3158,19,-0.3941,-0.5833,70.5882,0.3,5.8824,17
10,0.47,0.21,0.2889,1680,47,36,0.3316,0.9667,63.1579,-0.8833,31.5789,19,-0.2412,-0.6545,64.7059,0.5167,35.2941,17
2,0.47,0.22,0.4848,3480,105,33,0.4278,0.4875,88.8889,-0.1,5.5556,18,-0.5533,-0.5533,100,NaN,0,15
5,0.47,0.22,0.3091,1740,53,33,0.2667,0.525,66.6667,-0.375,22.2222,18,-0.36,-0.57,66.6667,0.3,6.6667,15
10,0.47,0.22,0.2939,1590,48,33,0.3722,0.9667,66.6667,-0.98,27.7778,18,-0.2,-0.6778,60,0.5167,40,15
2,0.47,0.23,0.475,3280,103,32,0.4059,0.4667,88.2353,-0.1,5.8824,17,-0.5533,-0.5533,100,NaN,0,15
5,0.47,0.23,0.3125,1720,54,32,0.2706,0.5545,64.7059,-0.375,23.5294,17,-0.36,-0.57,66.6667,0.3,6.6667,15
10,0.47,0.23,0.2656,1270,40,32,0.3235,0.9455,64.7059,-0.98,29.4118,17,-0.2,-0.6778,60,0.5167,40,15
2,0.47,0.24,0.4839,3260,105,31,0.4059,0.4667,88.2353,-0.1,5.8824,17,-0.5786,-0.5786,100,NaN,0,14
5,0.47,0.24,0.3161,1700,55,31,0.2706,0.5545,64.7059,-0.375,23.5294,17,-0.3714,-0.6111,64.2857,0.3,7.1429,14
10,0.47,0.24,0.2806,1370,44,31,0.3235,0.9455,64.7059,-0.98,29.4118,17,-0.2286,-0.6778,64.2857,0.58,35.7143,14
2,0.47,0.25,0.49,3210,107,30,0.4059,0.4667,88.2353,-0.1,5.8824,17,-0.6,-0.6,100,NaN,0,13
5,0.47,0.25,0.3233,1710,57,30,0.2706,0.5545,64.7059,-0.375,23.5294,17,-0.3923,-0.675,61.5385,0.3,7.6923,13
10,0.47,0.25,0.2867,1380,46,30,0.3235,0.9455,64.7059,-0.98,29.4118,17,-0.2385,-0.75,61.5385,0.58,38.4615,13
2,0.47,0.26,0.5037,3000,111,27,0.4533,0.4857,93.3333,NaN,0,15,-0.5667,-0.5667,100,NaN,0,12
5,0.47,0.26,0.3111,1440,53,27,0.28,0.57,66.6667,-0.375,26.6667,15,-0.35,-0.6429,58.3333,0.3,8.3333,12
10,0.47,0.26,0.2111,630,23,27,0.2133,0.9,60,-0.98,33.3333,15,-0.2083,-0.7714,58.3333,0.58,41.6667,12
2,0.47,0.27,0.5208,2790,116,24,0.4692,0.5083,92.3077,NaN,0,13,-0.5818,-0.5818,100,NaN,0,11
5,0.47,0.27,0.3208,1350,56,24,0.2462,0.5875,61.5385,-0.375,30.7692,13,-0.4091,-0.6429,63.6364,NaN,0,11
10,0.47,0.27,0.1792,330,14,24,0.1538,0.8625,61.5385,-0.98,38.4615,13,-0.2091,-0.8667,54.5455,0.58,45.4545,11
2,0.47,0.28,0.581,2820,134,21,0.5083,0.5083,100,NaN,0,12,-0.6778,-0.6778,100,NaN,0,9
5,0.47,0.28,0.3762,1530,73,21,0.3,0.5875,66.6667,-0.3667,25,12,-0.4778,-0.7167,66.6667,NaN,0,9
10,0.47,0.28,0.2333,630,30,21,0.1833,0.8625,66.6667,-1.175,33.3333,12,-0.3,-0.96,55.5556,0.525,44.4444,9
2,0.47,0.29,0.57,2620,131,20,0.5083,0.5083,100,NaN,0,12,-0.6625,-0.6625,100,NaN,0,8
5,0.47,0.29,0.37,1420,71,20,0.3,0.5875,66.6667,-0.3667,25,12,-0.475,-0.76,62.5,NaN,0,8
10,0.47,0.29,0.2,400,20,20,0.1833,0.8625,66.6667,-1.175,33.3333,12,-0.225,-0.975,50,0.525,50,8
2,0.47,0.3,0.5895,2600,137,19,0.5364,0.5364,100,NaN,0,11,-0.6625,-0.6625,100,NaN,0,8
5,0.47,0.3,0.3789,1400,74,19,0.3091,0.6429,63.6364,-0.3667,27.2727,11,-0.475,-0.76,62.5,NaN,0,8
10,0.47,0.3,0.1684,200,11,19,0.1273,0.8714,63.6364,-1.175,36.3636,11,-0.225,-0.975,50,0.525,50,8
2,0.47,0.31,0.6214,2050,146,14,0.5875,0.5875,100,NaN,0,8,-0.6667,-0.6667,100,NaN,0,6
5,0.47,0.31,0.4,1120,80,14,0.375,0.7,62.5,-0.25,25,8,-0.4333,-0.8667,50,NaN,0,6
10,0.47,0.31,0.2286,400,29,14,0.2125,0.96,62.5,-1.0333,37.5,8,-0.25,-1.0667,50,0.5667,50,6
2,0.47,0.32,0.6077,1850,142,13,0.5875,0.5875,100,NaN,0,8,-0.64,-0.64,100,NaN,0,5
5,0.47,0.32,0.4308,1160,89,13,0.375,0.7,62.5,-0.25,25,8,-0.52,-0.8667,60,NaN,0,5
10,0.47,0.32,0.2769,560,43,13,0.2125,0.96,62.5,-1.0333,37.5,8,-0.38,-1.0667,60,0.65,40,5
2,0.47,0.33,0.6077,1850,142,13,0.5875,0.5875,100,NaN,0,8,-0.64,-0.64,100,NaN,0,5
5,0.47,0.33,0.4308,1160,89,13,0.375,0.7,62.5,-0.25,25,8,-0.52,-0.8667,60,NaN,0,5
10,0.47,0.33,0.2769,560,43,13,0.2125,0.96,62.5,-1.0333,37.5,8,-0.38,-1.0667,60,0.65,40,5
2,0.47,0.34,0.6083,1710,143,12,0.5857,0.5857,100,NaN,0,7,-0.64,-0.64,100,NaN,0,5
5,0.47,0.34,0.45,1140,95,12,0.4,0.825,57.1429,-0.25,28.5714,7,-0.52,-0.8667,60,NaN,0,5
10,0.47,0.34,0.4167,1020,85,12,0.4429,0.96,71.4286,-0.85,28.5714,7,-0.38,-1.0667,60,0.65,40,5
2,0.47,0.35,0.6083,1710,143,12,0.5857,0.5857,100,NaN,0,7,-0.64,-0.64,100,NaN,0,5
5,0.47,0.35,0.45,1140,95,12,0.4,0.825,57.1429,-0.25,28.5714,7,-0.52,-0.8667,60,NaN,0,5
10,0.47,0.35,0.4167,1020,85,12,0.4429,0.96,71.4286,-0.85,28.5714,7,-0.38,-1.0667,60,0.65,40,5
2,0.47,0.36,0.6083,1710,143,12,0.5857,0.5857,100,NaN,0,7,-0.64,-0.64,100,NaN,0,5
5,0.47,0.36,0.45,1140,95,12,0.4,0.825,57.1429,-0.25,28.5714,7,-0.52,-0.8667,60,NaN,0,5
10,0.47,0.36,0.4167,1020,85,12,0.4429,0.96,71.4286,-0.85,28.5714,7,-0.38,-1.0667,60,0.65,40,5
2,0.47,0.37,0.6083,1710,143,12,0.5857,0.5857,100,NaN,0,7,-0.64,-0.64,100,NaN,0,5
5,0.47,0.37,0.45,1140,95,12,0.4,0.825,57.1429,-0.25,28.5714,7,-0.52,-0.8667,60,NaN,0,5
10,0.47,0.37,0.4167,1020,85,12,0.4429,0.96,71.4286,-0.85,28.5714,7,-0.38,-1.0667,60,0.65,40,5
2,0.47,0.38,0.6455,1690,154,11,0.5857,0.5857,100,NaN,0,7,-0.75,-0.75,100,NaN,0,4
5,0.47,0.38,0.4909,1180,107,11,0.4,0.825,57.1429,-0.25,28.5714,7,-0.65,-0.8667,75,NaN,0,4
10,0.47,0.38,0.5091,1240,113,11,0.4429,0.96,71.4286,-0.85,28.5714,7,-0.625,-1.0667,75,0.7,25,4
2,0.47,0.39,0.6455,1690,154,11,0.5857,0.5857,100,NaN,0,7,-0.75,-0.75,100,NaN,0,4
5,0.47,0.39,0.4909,1180,107,11,0.4,0.825,57.1429,-0.25,28.5714,7,-0.65,-0.8667,75,NaN,0,4
10,0.47,0.39,0.5091,1240,113,11,0.4429,0.96,71.4286,-0.85,28.5714,7,-0.625,-1.0667,75,0.7,25,4
2,0.48,0.05,0.4693,8063,101,80,0.4873,0.519,94.4444,-0.1,2.7778,36,-0.4545,-0.5075,90.9091,0.15,4.5455,44
5,0.48,0.05,0.3163,4390,55,80,0.3556,0.6208,66.6667,-0.3,19.4444,36,-0.2841,-0.55,63.6364,0.3625,18.1818,44
10,0.48,0.05,0.3175,4420,55,80,0.4083,0.7917,66.6667,-0.43,27.7778,36,-0.2432,-0.6355,70.4545,0.75,27.2727,44
2,0.48,0.06,0.4651,7863,100,79,0.4873,0.519,94.4444,-0.1,2.7778,36,-0.4465,-0.5,90.6977,0.15,4.6512,43
5,0.48,0.06,0.3177,4370,55,79,0.3556,0.6208,66.6667,-0.3,19.4444,36,-0.286,-0.563,62.7907,0.3625,18.6047,43
10,0.48,0.06,0.3139,4280,54,79,0.4083,0.7917,66.6667,-0.43,27.7778,36,-0.2349,-0.6367,69.7674,0.75,27.907,43
2,0.48,0.07,0.4651,7563,100,76,0.4807,0.5139,94.1176,-0.1,2.9412,34,-0.4524,-0.5079,90.4762,0.15,4.7619,42
5,0.48,0.07,0.3276,4430,58,76,0.3706,0.6391,67.6471,-0.3,20.5882,34,-0.2929,-0.563,64.2857,0.3625,19.0476,42
10,0.48,0.07,0.3184,4220,56,76,0.4265,0.8087,67.6471,-0.4556,26.4706,34,-0.231,-0.6448,69.0476,0.75,28.5714,42
2,0.48,0.08,0.4663,6993,100,70,0.4858,0.5215,93.75,-0.1,3.125,32,-0.45,-0.5118,89.4737,0.15,5.2632,38
5,0.48,0.08,0.2929,3350,48,70,0.3438,0.6238,65.625,-0.3,21.875,32,-0.25,-0.5391,60.5263,0.3625,21.0526,38
10,0.48,0.08,0.2757,2990,43,70,0.3844,0.781,65.625,-0.4556,28.125,32,-0.1842,-0.64,65.7895,0.75,31.5789,38
2,0.48,0.09,0.4673,6913,100,69,0.4885,0.5257,93.5484,-0.1,3.2258,31,-0.45,-0.5118,89.4737,0.15,5.2632,38
5,0.48,0.09,0.2971,3390,49,69,0.3548,0.6238,67.7419,-0.3,22.5806,31,-0.25,-0.5391,60.5263,0.3625,21.0526,38
10,0.48,0.09,0.2826,3090,45,69,0.4032,0.781,67.7419,-0.4875,25.8065,31,-0.1842,-0.64,65.7895,0.75,31.5789,38
2,0.48,0.1,0.4705,6373,101,63,0.4705,0.509,93.1034,-0.1,3.4483,29,-0.4706,-0.5433,88.2353,0.15,5.8824,34
5,0.48,0.1,0.3063,3270,52,63,0.3379,0.595,68.9655,-0.3,24.1379,29,-0.2794,-0.5273,64.7059,0.35,17.6471,34
10,0.48,0.1,0.2889,2940,47,63,0.3793,0.74,68.9655,-0.5429,24.1379,29,-0.2118,-0.6478,67.6471,0.77,29.4118,34
2,0.48,0.11,0.4641,5953,99,60,0.4705,0.509,93.1034,-0.1,3.4483,29,-0.4581,-0.537,87.0968,0.15,6.4516,31
5,0.48,0.11,0.305,3090,52,60,0.3379,0.595,68.9655,-0.3,24.1379,29,-0.2742,-0.5579,61.2903,0.35,19.3548,31
10,0.48,0.11,0.27,2460,41,60,0.3793,0.74,68.9655,-0.5429,24.1379,29,-0.1677,-0.6143,67.7419,0.77,32.2581,31
2,0.48,0.12,0.4823,5653,105,54,0.5138,0.5628,92,-0.1,4,25,-0.4552,-0.54,86.2069,0.15,6.8966,29
5,0.48,0.12,0.3315,3210,59,54,0.376,0.6167,72,-0.34,20,25,-0.2931,-0.5778,62.069,0.38,17.2414,29
10,0.48,0.12,0.2833,2430,45,54,0.404,0.7824,68,-0.5333,24,25,-0.1793,-0.635,68.9655,0.8333,31.0345,29
2,0.48,0.13,0.4835,5463,105,52,0.4977,0.5475,91.6667,-0.1,4.1667,24,-0.4714,-0.54,89.2857,0.15,7.1429,28
5,0.48,0.13,0.3385,3200,62,52,0.3708,0.6235,70.8333,-0.34,20.8333,24,-0.3107,-0.5778,64.2857,0.425,14.2857,28
10,0.48,0.13,0.2654,2060,40,52,0.4167,0.825,66.6667,-0.5333,25,24,-0.1357,-0.5947,67.8571,0.8333,32.1429,28
2,0.48,0.14,0.4884,5113,107,48,0.4702,0.5222,90.9091,-0.1,4.5455,22,-0.5038,-0.5542,92.3077,0.2,3.8462,26
5,0.48,0.14,0.3458,3060,64,48,0.3227,0.5867,68.1818,-0.34,22.7273,22,-0.3654,-0.5778,69.2308,0.3,11.5385,26
10,0.48,0.14,0.2583,1800,38,48,0.4136,0.8786,63.6364,-0.5333,27.2727,22,-0.1269,-0.6353,65.3846,0.8333,34.6154,26
2,0.48,0.15,0.4988,4933,110,45,0.4702,0.5222,90.9091,-0.1,4.5455,22,-0.5261,-0.5857,91.3043,0.2,4.3478,23
5,0.48,0.15,0.3444,2850,63,45,0.3227,0.5867,68.1818,-0.34,22.7273,22,-0.3652,-0.62,65.2174,0.3,13.0435,23
10,0.48,0.15,0.2533,1620,36,45,0.4136,0.8786,63.6364,-0.5333,27.2727,22,-0.1,-0.6133,65.2174,0.8625,34.7826,23
2,0.48,0.16,0.4844,4423,105,42,0.4672,0.5247,90,-0.1,5,20,-0.5,-0.56,90.9091,0.2,4.5455,22
5,0.48,0.16,0.3738,3030,72,42,0.36,0.6071,70,-0.325,20,20,-0.3864,-0.62,68.1818,0.4,9.0909,22
10,0.48,0.16,0.2714,1740,41,42,0.47,0.9077,65,-0.48,25,20,-0.0909,-0.6357,63.6364,0.8625,36.3636,22
2,0.48,0.17,0.4836,4203,105,40,0.4602,0.5203,89.4737,-0.1,5.2632,19,-0.5048,-0.5684,90.4762,0.2,4.7619,21
5,0.48,0.17,0.3825,2990,75,40,0.3579,0.6231,68.4211,-0.325,21.0526,19,-0.4048,-0.62,71.4286,0.4,9.5238,21
10,0.48,0.17,0.335,2420,61,40,0.5,0.9077,68.4211,-0.575,21.0526,19,-0.1857,-0.6357,66.6667,0.7143,33.3333,21
2,0.48,0.18,0.4649,3680,99,37,0.4118,0.4733,88.2353,-0.1,5.8824,17,-0.51,-0.5778,90,0.2,5,20
5,0.48,0.18,0.3541,2450,66,37,0.2706,0.5364,64.7059,-0.325,23.5294,17,-0.425,-0.62,75,0.4,10,20
10,0.48,0.18,0.3351,2240,61,37,0.4176,0.8545,64.7059,-0.575,23.5294,17,-0.265,-0.6357,70,0.6,30,20
2,0.48,0.19,0.4727,3360,102,33,0.4133,0.4846,86.6667,-0.1,6.6667,15,-0.5222,-0.6,88.8889,0.2,5.5556,18
5,0.48,0.19,0.3485,2130,65,33,0.24,0.5444,60,-0.325,26.6667,15,-0.4389,-0.6214,77.7778,0.4,11.1111,18
10,0.48,0.19,0.3121,1770,54,33,0.3933,0.82,66.6667,-0.575,26.6667,15,-0.2444,-0.6667,66.6667,0.6,33.3333,18
2,0.48,0.2,0.4875,3400,106,32,0.4133,0.4846,86.6667,-0.1,6.6667,15,-0.5529,-0.6,94.1176,0.2,5.8824,17
