pred_horizon_s,signal_thres,vol_thres,point_per_round,pnl_total,pnl_per_round,num_rounds,point_avg_c_up,point_avg_up_c_up,percentage_up_c_up,point_avg_down_c_up,percentage_down_c_up,num_rounds_up,point_avg_c_down,point_avg_down_c_down,percentage_down_c_down,point_avg_up_c_down,percentage_up_c_down,num_rounds_down
2,0.34,0.11,0.3967,57676,79,730,0.3954,0.5076,83.4667,-0.3212,8.8,375,-0.3981,-0.4886,85.6338,0.288,7.0423,355
5,0.34,0.11,0.2944,35270,48,730,0.3056,0.6036,67.4667,-0.4823,21.0667,375,-0.2825,-0.5461,68.4507,0.4378,20.8451,355
10,0.34,0.11,0.3411,45500,62,730,0.3797,0.8406,65.0667,-0.6531,25.6,375,-0.3003,-0.6877,64.2254,0.5071,27.8873,355
2,0.34,0.12,0.402,55376,81,687,0.3999,0.5166,83.2386,-0.3212,9.375,352,-0.4042,-0.4966,85.6716,0.2958,7.1642,335
5,0.34,0.12,0.2961,33540,49,687,0.3091,0.6182,67.0455,-0.4882,21.5909,352,-0.2824,-0.5511,68.3582,0.4514,20.8955,335
10,0.34,0.12,0.3416,42930,62,687,0.373,0.848,64.4886,-0.6581,26.4205,352,-0.3087,-0.7065,63.8806,0.514,27.7612,335
2,0.34,0.13,0.4049,52956,81,650,0.3978,0.5162,83.1361,-0.3212,9.7633,338,-0.4126,-0.5001,86.2179,0.2762,6.7308,312
5,0.34,0.13,0.3035,33190,51,650,0.3112,0.6265,66.8639,-0.4986,21.5976,338,-0.2952,-0.5646,67.9487,0.4313,20.5128,312
10,0.34,0.13,0.3494,42130,65,650,0.3772,0.8673,64.2012,-0.6744,26.6272,338,-0.3192,-0.7099,65.0641,0.5298,26.9231,312
2,0.34,0.14,0.4146,50796,84,602,0.4059,0.5247,83.1746,-0.32,9.5238,315,-0.4241,-0.5093,86.7596,0.2833,6.2718,287
5,0.34,0.14,0.312,32260,54,602,0.3137,0.6336,66.9841,-0.5058,21.9048,315,-0.3101,-0.5796,68.2927,0.4316,19.8606,287
10,0.34,0.14,0.3573,40450,67,602,0.3819,0.8851,64.127,-0.6964,26.6667,315,-0.3303,-0.7316,65.1568,0.5385,27.1777,287
2,0.34,0.15,0.415,47236,85,559,0.3995,0.5232,82.4324,-0.3241,9.7973,296,-0.4324,-0.518,87.0722,0.2882,6.4639,263
5,0.34,0.15,0.3106,29720,53,559,0.3074,0.634,66.5541,-0.5215,21.9595,296,-0.3141,-0.6006,67.3004,0.4389,20.5323,263
10,0.34,0.15,0.3542,37040,66,559,0.3757,0.891,63.8514,-0.7062,27.3649,296,-0.33,-0.745,65.019,0.5639,27.3764,263
2,0.34,0.16,0.4141,44136,84,524,0.3992,0.5291,81.7857,-0.3241,10.3571,280,-0.4312,-0.52,86.4754,0.2812,6.5574,244
5,0.34,0.16,0.3082,27490,52,524,0.3075,0.6484,65.7143,-0.527,22.5,280,-0.309,-0.6049,66.8033,0.4549,20.9016,244
10,0.34,0.16,0.3574,35230,67,524,0.3904,0.9033,64.2857,-0.7107,26.7857,280,-0.3197,-0.7577,63.9344,0.5743,28.6885,244
2,0.34,0.17,0.4143,41633,84,494,0.4005,0.5278,82.0896,-0.3143,10.4478,268,-0.4306,-0.5249,85.8407,0.2812,7.0796,226
5,0.34,0.17,0.3132,26650,54,494,0.3097,0.641,66.4179,-0.5271,22.0149,268,-0.3173,-0.6185,66.8142,0.4521,21.2389,226
10,0.34,0.17,0.3587,33400,68,494,0.3828,0.9,64.1791,-0.7352,26.4925,268,-0.3301,-0.779,63.2743,0.5576,29.2035,226
2,0.34,0.18,0.4141,38160,84,453,0.3922,0.527,81.2245,-0.3143,11.4286,245,-0.44,-0.532,86.0577,0.2846,6.25,208
5,0.34,0.18,0.3071,23610,52,453,0.302,0.6453,65.7143,-0.5339,22.8571,245,-0.313,-0.6277,65.8654,0.4543,22.1154,208
10,0.34,0.18,0.3603,30840,68,453,0.3788,0.9019,64.4898,-0.7766,26.1224,245,-0.3385,-0.7826,63.4615,0.5576,28.3654,208
2,0.34,0.19,0.4161,35373,85,417,0.3948,0.5348,80.8889,-0.34,11.1111,225,-0.441,-0.5422,84.8958,0.2846,6.7708,192
5,0.34,0.19,0.3098,22080,53,417,0.2996,0.6565,65.3333,-0.5389,24,225,-0.3219,-0.6476,65.625,0.4714,21.875,192
10,0.34,0.19,0.3662,29130,70,417,0.3742,0.9118,64,-0.7983,26.2222,225,-0.3568,-0.8148,63.5417,0.5618,28.6458,192
2,0.34,0.2,0.4249,33413,87,382,0.407,0.5419,81.5534,-0.3273,10.6796,206,-0.4459,-0.5478,85.2273,0.2846,7.3864,176
5,0.34,0.2,0.3099,20240,53,382,0.3024,0.6744,64.5631,-0.5373,24.7573,206,-0.3188,-0.65,65.9091,0.4707,23.2955,176
10,0.34,0.2,0.3777,28010,73,382,0.3961,0.9254,65.0485,-0.8,25.7282,206,-0.3563,-0.8345,62.5,0.5491,30.1136,176
2,0.34,0.21,0.4254,30403,88,347,0.4039,0.5532,79.8942,-0.3273,11.6402,189,-0.4511,-0.5565,84.8101,0.3,6.962,158
5,0.34,0.21,0.2988,17230,50,347,0.2889,0.6924,62.4339,-0.5531,25.9259,189,-0.3108,-0.6578,64.557,0.4615,24.6835,158
10,0.34,0.21,0.3692,24550,71,347,0.382,0.9492,63.4921,-0.8176,26.9841,189,-0.3538,-0.827,63.2911,0.5583,30.3797,158
2,0.34,0.22,0.4305,28353,89,318,0.4135,0.5635,80.3468,-0.34,11.5607,173,-0.4509,-0.5629,84.1379,0.3,7.5862,145
5,0.34,0.22,0.2962,15540,49,318,0.2919,0.7056,62.4277,-0.5841,25.4335,173,-0.3014,-0.6615,62.7586,0.4459,25.5172,145
10,0.34,0.22,0.361,21720,68,318,0.378,0.9545,63.5838,-0.8609,26.5896,173,-0.3407,-0.8378,62.069,0.5652,31.7241,145
2,0.34,0.23,0.4233,26183,87,301,0.4112,0.5636,80.3681,-0.34,12.2699,163,-0.4375,-0.5537,83.3333,0.3,7.971,138
5,0.34,0.23,0.2844,13640,45,301,0.281,0.7172,60.7362,-0.586,26.3804,163,-0.2884,-0.6624,61.5942,0.4459,26.8116,138
10,0.34,0.23,0.3608,20540,68,301,0.3613,0.9456,63.1902,-0.8953,26.3804,163,-0.3601,-0.8517,63.0435,0.5674,31.1594,138
2,0.34,0.24,0.4255,24453,88,279,0.4158,0.574,79.7297,-0.3444,12.1622,148,-0.4365,-0.5548,83.2061,0.3,8.3969,131
5,0.34,0.24,0.2953,13560,49,279,0.2811,0.7382,60.1351,-0.5878,27.7027,148,-0.3115,-0.6815,61.8321,0.4235,25.9542,131
10,0.34,0.24,0.3724,20010,72,279,0.3655,0.9699,62.8378,-0.9256,26.3514,148,-0.3802,-0.8771,63.3588,0.575,30.5344,131
2,0.34,0.25,0.4284,23373,89,264,0.4202,0.5823,79.2857,-0.3412,12.1429,140,-0.4377,-0.5561,83.0645,0.3,8.0645,124
5,0.34,0.25,0.3049,13590,51,264,0.2771,0.7357,60,-0.5897,27.8571,140,-0.3363,-0.6962,63.7097,0.429,25,124
10,0.34,0.25,0.375,19140,73,264,0.35,0.9625,62.8571,-0.9649,26.4286,140,-0.4032,-0.9101,63.7097,0.5919,29.8387,124
2,0.34,0.26,0.4392,22023,92,240,0.4225,0.5823,79.3651,-0.3571,11.1111,126,-0.4577,-0.5647,85.0877,0.2889,7.8947,114
5,0.34,0.26,0.3275,13980,58,240,0.2929,0.7468,61.1111,-0.6059,26.9841,126,-0.3658,-0.6974,66.6667,0.4346,22.807,114
10,0.34,0.26,0.3871,18270,76,240,0.3349,0.9526,61.9048,-0.9441,26.9841,126,-0.4447,-0.9405,64.9123,0.5727,28.9474,114
2,0.34,0.27,0.4459,20067,94,214,0.4269,0.574,80.1802,-0.3364,9.9099,111,-0.4663,-0.5731,85.4369,0.3,7.767,103
5,0.34,0.27,0.3374,13100,61,214,0.2946,0.7567,60.3604,-0.6,27.027,111,-0.3835,-0.7159,66.9903,0.4304,22.3301,103
10,0.34,0.27,0.3935,16700,78,214,0.3423,0.9629,63.0631,-0.9484,27.9279,111,-0.4485,-0.9652,64.0777,0.5833,29.1262,103
2,0.34,0.28,0.4534,19107,96,199,0.4291,0.5787,80.1887,-0.3364,10.3774,106,-0.481,-0.5941,84.9462,0.3143,7.5269,93
5,0.34,0.28,0.3302,11750,59,199,0.2802,0.7508,59.434,-0.6069,27.3585,106,-0.3871,-0.7306,66.6667,0.4429,22.5806,93
10,0.34,0.28,0.3849,15020,75,199,0.3123,0.9439,62.2642,-0.9733,28.3019,106,-0.4677,-1.0138,62.3656,0.5464,30.1075,93
2,0.34,0.29,0.4697,18267,101,181,0.453,0.5961,82.2917,-0.36,10.4167,96,-0.4886,-0.5991,85.8824,0.3143,8.2353,85
5,0.34,0.29,0.3365,11030,61,181,0.2885,0.7839,58.3333,-0.6231,27.0833,96,-0.3906,-0.7482,65.8824,0.435,23.5294,85
10,0.34,0.29,0.3718,12950,72,181,0.3073,1.0121,60.4167,-0.9733,31.25,96,-0.4447,-1.0275,60,0.5407,31.7647,85
2,0.34,0.3,0.479,17217,104,166,0.4493,0.5998,81.6092,-0.3889,10.3448,87,-0.5118,-0.6077,87.3418,0.3,6.3291,79
5,0.34,0.3,0.3488,10730,65,166,0.2908,0.822,57.4713,-0.6583,27.5862,87,-0.4127,-0.7769,65.8228,0.4105,24.0506,79
10,0.34,0.3,0.3831,12440,75,166,0.3184,1.0151,60.9195,-1.0038,29.8851,87,-0.4544,-1.0574,59.4937,0.5308,32.9114,79
2,0.34,0.31,0.474,15227,102,149,0.4358,0.6047,79.4872,-0.3889,11.5385,78,-0.516,-0.6251,85.9155,0.3,7.0423,71
5,0.34,0.31,0.3114,7960,53,149,0.2372,0.7791,55.1282,-0.6818,28.2051,78,-0.393,-0.7674,64.7887,0.4353,23.9437,71
10,0.34,0.31,0.3644,10330,69,149,0.3218,1.0478,58.9744,-0.9625,30.7692,78,-0.4113,-1.0095,59.1549,0.55,33.8028,71
2,0.34,0.32,0.4767,14527,103,141,0.4412,0.6098,80,-0.3889,12,75,-0.5172,-0.6251,86.3636,0.3,7.5758,66
5,0.34,0.32,0.3234,8040,57,141,0.2533,0.7905,56,-0.6762,28,75,-0.403,-0.7767,65.1515,0.425,24.2424,66
10,0.34,0.32,0.3801,10440,74,141,0.3213,1.0727,58.6667,-0.9625,32,75,-0.447,-1.02,60.6061,0.5381,31.8182,66
2,0.34,0.33,0.4695,13313,101,132,0.4249,0.6044,78.5714,-0.3889,12.8571,70,-0.5199,-0.6365,85.4839,0.3,8.0645,62
5,0.34,0.33,0.3136,7140,54,132,0.22,0.8,52.8571,-0.6762,30,70,-0.4194,-0.81,64.5161,0.4267,24.1935,62
10,0.34,0.33,0.3697,9360,71,132,0.2671,1.045,57.1429,-0.9625,34.2857,70,-0.4855,-1.0526,61.2903,0.5211,30.6452,62
2,0.34,0.34,0.4823,12563,105,120,0.4288,0.6009,79.6875,-0.4571,10.9375,64,-0.5434,-0.6476,87.5,0.325,7.1429,56
5,0.34,0.34,0.2867,5520,46,120,0.1531,0.7273,51.5625,-0.6762,32.8125,64,-0.4393,-0.8135,66.0714,0.4231,23.2143,56
10,0.34,0.34,0.3833,9000,75,120,0.2656,1.0432,57.8125,-0.9818,34.375,64,-0.5179,-1.0829,62.5,0.5235,30.3571,56
2,0.34,0.35,0.4671,11313,100,113,0.4168,0.5927,79.0323,-0.4571,11.2903,62,-0.5281,-0.6417,86.2745,0.325,7.8431,51
5,0.34,0.35,0.2549,4120,36,113,0.1355,0.729,50,-0.6762,33.871,62,-0.4,-0.8094,62.7451,0.4231,25.4902,51
10,0.34,0.35,0.3504,7360,65,113,0.2419,1.0457,56.4516,-0.9818,35.4839,62,-0.4824,-1.0484,60.7843,0.4937,31.3725,51
2,0.34,0.36,0.4767,10713,103,104,0.4079,0.5919,78.5714,-0.4571,12.5,56,-0.5569,-0.6579,87.5,0.3,6.25,48
5,0.34,0.36,0.2587,3910,38,104,0.0946,0.675,50,-0.68,35.7143,56,-0.45,-0.829,64.5833,0.3727,22.9167,48
10,0.34,0.36,0.3558,6940,67,104,0.2214,0.9424,58.9286,-1.0389,32.1429,56,-0.5125,-1.0567,62.5,0.5071,29.1667,48
2,0.34,0.37,0.4837,10090,105,96,0.398,0.5875,78.4314,-0.4571,13.7255,51,-0.5807,-0.6758,88.8889,0.3,6.6667,45
5,0.34,0.37,0.2417,3120,33,96,0.0275,0.6522,45.098,-0.68,39.2157,51,-0.4844,-0.829,68.8889,0.4333,20,45
10,0.34,0.37,0.3281,5610,58,96,0.1294,0.8724,56.8627,-1.0389,35.2941,51,-0.5533,-1.1179,62.2222,0.4923,28.8889,45
2,0.34,0.38,0.4947,9540,108,88,0.3979,0.5919,78.7234,-0.4571,14.8936,47,-0.6057,-0.7148,87.8049,0.3,7.3171,41
5,0.34,0.38,0.242,2870,33,88,0.0191,0.6905,44.6809,-0.68,42.5532,47,-0.4976,-0.8241,70.7317,0.4375,19.5122,41
10,0.34,0.38,0.317,4850,55,88,0.1191,0.8778,57.4468,-1.0647,36.1702,47,-0.5439,-1.124,60.9756,0.4833,29.2683,41
2,0.34,0.39,0.4968,9050,109,83,0.4159,0.6029,79.5455,-0.4667,13.6364,44,-0.588,-0.701,87.1795,0.3,7.6923,39
5,0.34,0.39,0.2747,3520,42,83,0.0705,0.715,45.4545,-0.6222,40.9091,44,-0.5051,-0.825,71.7949,0.4857,17.9487,39
10,0.34,0.39,0.3313,4930,59,83,0.15,0.888,56.8182,-0.975,36.3636,44,-0.5359,-1.1042,61.5385,0.5091,28.2051,39
2,0.35,0.05,0.3926,59423,78,764,0.3905,0.4918,84,-0.3036,7.4667,375,-0.3947,-0.475,86.1183,0.2435,5.9126,389
5,0.35,0.05,0.316,41860,55,764,0.3197,0.5809,69.8667,-0.4425,19.4667,375,-0.3123,-0.5599,69.1517,0.4099,18.2519,389
10,0.35,0.05,0.3623,52480,69,764,0.3915,0.8125,66.1333,-0.6078,24,375,-0.3342,-0.6835,66.838,0.4969,24.6787,389
2,0.35,0.06,0.3933,59203,78,759,0.3905,0.4918,84,-0.3036,7.4667,375,-0.3962,-0.4751,86.4583,0.2435,5.9896,384
5,0.35,0.06,0.317,41820,55,759,0.3197,0.5809,69.8667,-0.4425,19.4667,375,-0.3143,-0.5603,69.5312,0.4129,18.2292,384
10,0.35,0.06,0.3623,52140,69,759,0.3915,0.8125,66.1333,-0.6078,24,375,-0.3339,-0.6863,66.6667,0.5,24.7396,384
2,0.35,0.07,0.3945,58303,78,744,0.3908,0.4936,83.8798,-0.3036,7.6503,366,-0.3982,-0.4789,86.2434,0.2435,6.0847,378
5,0.35,0.07,0.3185,41340,56,744,0.3227,0.5844,70.2186,-0.4458,19.6721,366,-0.3146,-0.562,69.5767,0.4129,18.5185,378
10,0.35,0.07,0.3629,51240,69,744,0.3954,0.8223,66.1202,-0.617,24.0437,366,-0.3315,-0.6884,66.4021,0.5,25.1323,378
2,0.35,0.08,0.3948,56313,78,718,0.3911,0.4931,84.1226,-0.3036,7.7994,359,-0.3984,-0.4825,85.7939,0.2435,6.4067,359
5,0.35,0.08,0.3099,38030,53,718,0.3178,0.5825,69.9164,-0.4458,20.0557,359,-0.3019,-0.5581,68.5237,0.4129,19.4986,359
10,0.35,0.08,0.3549,47720,66,718,0.3886,0.8212,65.7382,-0.617,24.5125,359,-0.3212,-0.694,65.1811,0.5011,26.1838,359
2,0.35,0.09,0.3956,54363,79,691,0.3888,0.4932,83.815,-0.3036,8.0925,346,-0.4024,-0.4876,85.7971,0.25,6.3768,345
5,0.35,0.09,0.3061,35810,52,691,0.3113,0.5849,69.0751,-0.4458,20.8092,346,-0.3009,-0.5614,68.4058,0.4159,20,345
10,0.35,0.09,0.3534,45620,66,691,0.3844,0.8252,65.3179,-0.6294,24.5665,346,-0.3223,-0.6978,65.5072,0.5167,26.087,345
2,0.35,0.1,0.3987,52143,80,655,0.3919,0.4954,83.9879,-0.3077,7.855,331,-0.4056,-0.4943,85.4938,0.25,6.7901,324
5,0.35,0.1,0.3084,34400,53,655,0.3166,0.5913,69.1843,-0.45,20.5438,331,-0.3,-0.5622,68.5185,0.4246,20.0617,324
10,0.35,0.1,0.3598,44510,68,655,0.3921,0.8433,64.9547,-0.6358,24.4713,331,-0.3269,-0.7023,65.7407,0.5202,25.9259,324
2,0.35,0.11,0.4006,50023,80,624,0.3938,0.4982,84.0625,-0.3077,8.125,320,-0.4076,-0.4989,85.1974,0.2524,6.9079,304
5,0.35,0.11,0.3046,32070,51,624,0.3184,0.5995,68.75,-0.4545,20.625,320,-0.2901,-0.5556,68.0921,0.4254,20.7237,304
10,0.35,0.11,0.3585,42150,68,624,0.3975,0.8538,65,-0.638,24.6875,320,-0.3174,-0.7,65.1316,0.5198,26.6447,304
2,0.35,0.12,0.4062,48133,82,588,0.3991,0.5089,83.6667,-0.3077,8.6667,300,-0.4136,-0.5054,85.4167,0.26,6.9444,288
5,0.35,0.12,0.3092,31020,53,588,0.3243,0.6131,68.6667,-0.4603,21,300,-0.2934,-0.5609,68.4028,0.4407,20.4861,288
10,0.35,0.12,0.3614,40230,68,588,0.3917,0.8627,64.3333,-0.6364,25.6667,300,-0.3299,-0.7165,65.2778,0.5293,26.0417,288
2,0.35,0.13,0.4078,45703,82,555,0.3976,0.5088,83.6237,-0.3077,9.0592,287,-0.4187,-0.5092,85.8209,0.2722,6.7164,268
5,0.35,0.13,0.3169,30570,55,555,0.3272,0.6203,68.6411,-0.4717,20.9059,287,-0.306,-0.5769,67.9104,0.4259,20.1493,268
10,0.35,0.13,0.3695,39330,71,555,0.3958,0.8863,63.7631,-0.648,26.1324,287,-0.3414,-0.7213,66.4179,0.5426,25.3731,268
2,0.35,0.14,0.4184,43523,86,509,0.4073,0.5182,83.7121,-0.3043,8.7121,264,-0.4303,-0.5205,86.1224,0.275,6.5306,245
5,0.35,0.14,0.3281,29740,58,509,0.3314,0.628,68.9394,-0.4786,21.2121,264,-0.3245,-0.5923,68.5714,0.4255,19.1837,245
10,0.35,0.14,0.3778,37330,73,509,0.403,0.9095,63.6364,-0.6725,26.1364,264,-0.3506,-0.7442,66.5306,0.5619,25.7143,245
2,0.35,0.15,0.4184,40193,86,470,0.4013,0.5167,82.996,-0.3091,8.9069,247,-0.4373,-0.5298,86.0987,0.28,6.7265,223
5,0.35,0.15,0.3253,27070,58,470,0.3215,0.628,68.0162,-0.4833,21.8623,247,-0.3296,-0.6132,67.713,0.4341,19.7309,223
10,0.35,0.15,0.373,33790,72,470,0.3939,0.9135,63.1579,-0.6746,27.1255,247,-0.3498,-0.7568,66.3677,0.5965,25.5605,223
2,0.35,0.16,0.4165,37213,85,438,0.3992,0.5233,81.8966,-0.3091,9.4828,232,-0.436,-0.5319,85.4369,0.2714,6.7961,206
5,0.35,0.16,0.3237,25020,57,438,0.3211,0.6445,66.8103,-0.4885,22.4138,232,-0.3267,-0.618,67.4757,0.4537,19.9029,206
10,0.35,0.16,0.3795,32340,74,438,0.4069,0.9299,63.3621,-0.6823,26.7241,232,-0.3485,-0.7807,65.534,0.6109,26.699,206
2,0.35,0.17,0.4126,34680,84,414,0.3928,0.5208,81.25,-0.3091,9.8214,224,-0.4359,-0.538,84.7368,0.2714,7.3684,190
5,0.35,0.17,0.322,23430,57,414,0.3103,0.6356,66.5179,-0.4941,22.7679,224,-0.3358,-0.6352,67.3684,0.4487,20.5263,190
10,0.35,0.17,0.3797,30600,74,414,0.3933,0.9234,62.9464,-0.7017,26.7857,224,-0.3637,-0.8008,65.2632,0.5922,26.8421,190
2,0.35,0.18,0.4098,31686,83,382,0.3798,0.5122,80.5825,-0.3091,10.6796,206,-0.445,-0.5421,85.2273,0.2727,6.25,176
5,0.35,0.18,0.3191,21290,56,382,0.3068,0.6412,66.0194,-0.5,23.301,206,-0.3335,-0.6462,66.4773,0.4447,21.5909,176
10,0.35,0.18,0.3864,29000,76,382,0.3951,0.9167,64.0777,-0.7472,25.7282,206,-0.3761,-0.8096,65.3409,0.5848,26.1364,176
2,0.35,0.19,0.4123,29630,84,354,0.3826,0.5216,80,-0.33,10.5263,190,-0.4468,-0.5527,84.1463,0.2727,6.7073,164
5,0.35,0.19,0.3215,19980,56,354,0.3016,0.6548,65.2632,-0.5085,24.7368,190,-0.3445,-0.6573,67.0732,0.4647,20.7317,164
10,0.35,0.19,0.3915,27420,77,354,0.3889,0.924,63.6842,-0.7735,25.7895,190,-0.3945,-0.838,65.8537,0.6,26.2195,164
2,0.35,0.2,0.4169,27990,85,329,0.387,0.5265,80.3371,-0.3368,10.6742,178,-0.4522,-0.5569,84.7682,0.2727,7.2848,151
5,0.35,0.2,0.3191,18340,56,329,0.2978,0.667,64.6067,-0.5152,25.8427,178,-0.3444,-0.6598,67.5497,0.4636,21.8543,151
10,0.35,0.2,0.3982,26140,79,329,0.3994,0.919,65.1685,-0.7889,25.2809,178,-0.3967,-0.8475,65.5629,0.5854,27.1523,151
2,0.35,0.21,0.4139,25250,84,300,0.3821,0.5366,78.5276,-0.3368,11.6564,163,-0.4517,-0.5624,83.9416,0.28,7.2993,137
5,0.35,0.21,0.3067,15600,52,300,0.2816,0.6794,62.5767,-0.5318,26.9939,163,-0.3365,-0.6659,66.4234,0.4531,23.3577,137
10,0.35,0.21,0.3907,23160,77,300,0.3896,0.9452,63.8037,-0.8093,26.3804,163,-0.392,-0.8411,65.6934,0.5789,27.7372,137
2,0.35,0.22,0.4181,23410,85,274,0.3919,0.5457,79.1946,-0.3529,11.4094,149,-0.4494,-0.5671,83.2,0.28,8,125
5,0.35,0.22,0.3066,14240,52,274,0.2879,0.6904,63.0872,-0.5641,26.1745,149,-0.3288,-0.6679,64.8,0.4333,24,125
10,0.35,0.22,0.3883,20960,76,274,0.396,0.9552,64.4295,-0.8605,25.5034,149,-0.3792,-0.8469,64.8,0.5889,28.8,125
2,0.35,0.23,0.4103,21440,83,258,0.3877,0.5444,79.1367,-0.3529,12.2302,139,-0.4368,-0.559,82.3529,0.28,8.4034,119
5,0.35,0.23,0.295,12510,48,258,0.2748,0.7024,61.1511,-0.5658,27.3381,139,-0.3185,-0.6697,63.8655,0.4333,25.2101,119
10,0.35,0.23,0.3891,19800,77,258,0.3777,0.9449,64.0288,-0.9029,25.1799,139,-0.4025,-0.8544,66.3866,0.5939,27.7311,119
2,0.35,0.24,0.414,20210,84,240,0.3952,0.5559,78.7402,-0.36,11.811,127,-0.4352,-0.5589,82.3009,0.28,8.8496,113
5,0.35,0.24,0.3017,12120,51,240,0.2732,0.7156,60.6299,-0.5667,28.3465,127,-0.3336,-0.6917,63.7168,0.4321,24.7788,113
10,0.35,0.24,0.3988,19110,80,240,0.3819,0.9617,63.7795,-0.9188,25.1969,127,-0.4177,-0.8827,66.3717,0.6129,27.4336,113
2,0.35,0.25,0.4193,19390,86,226,0.4041,0.569,78.3333,-0.3571,11.6667,120,-0.4366,-0.5607,82.0755,0.2778,8.4906,106
5,0.35,0.25,0.3195,12620,56,226,0.28,0.7247,60.8333,-0.5676,28.3333,120,-0.3642,-0.7086,66.0377,0.44,23.5849,106
10,0.35,0.25,0.4115,18860,83,226,0.38,0.9688,64.1667,-0.9667,25,120,-0.4472,-0.9197,66.9811,0.6393,26.4151,106
2,0.35,0.26,0.4296,18220,89,205,0.4064,0.5657,78.7037,-0.3818,10.1852,108,-0.4554,-0.5713,83.5052,0.2625,8.2474,97
5,0.35,0.26,0.3498,13310,65,205,0.3065,0.7353,62.963,-0.5828,26.8519,108,-0.3979,-0.7104,69.0722,0.45,20.6186,97
10,0.35,0.26,0.4366,18650,91,205,0.3833,0.9681,63.8889,-0.9407,25,108,-0.4959,-0.9545,68.0412,0.6208,24.7423,97
2,0.35,0.27,0.4416,16927,92,183,0.423,0.567,80,-0.3625,8.4211,95,-0.4617,-0.5748,84.0909,0.2714,7.9545,88
5,0.35,0.27,0.3754,13290,73,183,0.3358,0.77,63.1579,-0.572,26.3158,95,-0.4182,-0.7279,69.3182,0.4471,19.3182,88
10,0.35,0.27,0.4497,17370,95,183,0.4137,0.9841,66.3158,-0.9458,25.2632,95,-0.4886,-0.9712,67.0455,0.65,25,88
2,0.35,0.28,0.4554,16427,97,170,0.4306,0.5766,80.2198,-0.3625,8.7912,91,-0.484,-0.605,83.5443,0.2833,7.5949,79
5,0.35,0.28,0.3753,12340,73,170,0.3242,0.7614,62.6374,-0.5792,26.3736,91,-0.4342,-0.7509,69.6203,0.4667,18.9873,79
10,0.35,0.28,0.4535,16330,96,170,0.389,0.965,65.9341,-0.9783,25.2747,91,-0.5278,-1.0346,65.8228,0.605,25.3165,79
2,0.35,0.29,0.4719,15847,102,156,0.4565,0.5897,83.1325,-0.4,8.4337,83,-0.4895,-0.6038,84.9315,0.2833,8.2192,73
5,0.35,0.29,0.3878,11910,76,156,0.3422,0.7865,62.6506,-0.5952,25.3012,83,-0.4397,-0.77,68.4932,0.4571,19.1781,73
10,0.35,0.29,0.4481,14730,94,156,0.394,1.0415,63.8554,-0.9783,27.7108,83,-0.5096,-1.034,64.3836,0.6,26.0274,73
2,0.35,0.3,0.4855,15107,106,143,0.4572,0.5966,82.6667,-0.45,8,75,-0.5167,-0.6124,86.7647,0.25,5.8824,68
5,0.35,0.3,0.4105,11890,83,143,0.3573,0.8277,62.6667,-0.6368,25.3333,75,-0.4691,-0.7957,69.1176,0.4231,19.1176,68
10,0.35,0.3,0.4825,14980,105,143,0.4387,1.0673,65.3333,-1.0211,25.3333,75,-0.5309,-1.0614,64.7059,0.5889,26.4706,68
2,0.35,0.31,0.4852,13407,106,127,0.4521,0.6109,80.597,-0.45,8.9552,67,-0.5222,-0.634,85,0.25,6.6667,60
5,0.35,0.31,0.3819,9470,75,127,0.3179,0.7951,61.194,-0.6647,25.3731,67,-0.4533,-0.7878,68.3333,0.4636,18.3333,60
10,0.35,0.31,0.4724,12920,102,127,0.4567,1.093,64.1791,-0.9647,25.3731,67,-0.49,-1.0103,65,0.625,26.6667,60
2,0.35,0.32,0.4893,12707,107,119,0.4592,0.6171,81.25,-0.45,9.375,64,-0.5242,-0.6347,85.4545,0.25,7.2727,55
5,0.35,0.32,0.4008,9550,80,119,0.3406,0.8075,62.5,-0.6562,25,64,-0.4709,-0.8,69.0909,0.45,18.1818,55
10,0.35,0.32,0.4983,13030,109,119,0.4625,1.122,64.0625,-0.9647,26.5625,64,-0.54,-1.0216,67.2727,0.6231,23.6364,55
2,0.35,0.33,0.4819,11713,105,112,0.4414,0.6116,79.661,-0.45,10.1695,59,-0.527,-0.643,84.9057,0.25,7.5472,53
5,0.35,0.33,0.3955,8810,79,112,0.3085,0.82,59.322,-0.6562,27.1186,59,-0.4925,-0.8162,69.8113,0.4556,16.9811,53
10,0.35,0.33,0.483,11750,105,112,0.4102,1.0973,62.7119,-0.9647,28.8136,59,-0.5642,-1.0389,67.9245,0.625,22.6415,53
2,0.35,0.34,0.4988,10963,110,100,0.448,0.608,81.1321,-0.6,7.5472,53,-0.556,-0.6569,87.234,0.2667,6.383,47
5,0.35,0.34,0.373,7190,72,100,0.2377,0.7452,58.4906,-0.6562,30.1887,53,-0.5255,-0.8206,72.3404,0.4571,14.8936,47
10,0.35,0.34,0.513,11390,114,100,0.4245,1.1,64.1509,-0.9933,28.3019,53,-0.6128,-1.0697,70.2128,0.65,21.2766,47
2,0.35,0.35,0.4891,10033,107,94,0.4342,0.5986,80.3922,-0.6,7.8431,51,-0.5543,-0.6658,86.0465,0.2667,6.9767,43
5,0.35,0.35,0.3553,6260,67,94,0.2196,0.7483,56.8627,-0.6562,31.3725,51,-0.5163,-0.8467,69.7674,0.4571,16.2791,43
